segment,matching_summary,match1_summary,match1_score,match2_summary,match2_score,match3_summary,match3_score,llm_match
"Bill 1641 resolution providing for the issuance of a warrant in favor of Cannon Tools for the purchase of one MaxScan tool used to repair DPW vehicles in the amount of 13,499.","City Council approves Bill 1641 authorizing a $13,499 warrant to Cannon Tools for a MaxScan tool to repair Department of Public Works (DPW) vehicles.","Resolution 2025-1641 authorizes a $13,499.98 warrant to Canon Tools for a Mac Scan tool for the Department of Public Works (DPW) vehicles, which was unanimously approved by 8 council members.",0.7438685297966003,"Resolution 2025-1682 authorizes a $72,500 warrant to the Pennsylvania Public Utility Commission for delinquent 811 damage prevention call debts owed by the City of Pittsburgh, and will be referred to the Committee on Intergovernmental and Educational Affairs.",0.4662639796733856,"Resolution 2025-1637 authorizes a warrant of up to $17,204 to renew the City of Pittsburgh's membership in the Chartiers Valley District Flood Control Authority (CVDFCA) for 2025, which was unanimously passed by 8 council members.",0.4654884040355682,1
"98 over one year In Bill 1664 resolution providing for the issuance of a warrant in favor of United Rentals in the amount of 35,025 for the purchase of portable restroom rentals and servicing throughout the city's parks system at various locations, and providing for the payment of the cost thereof. You have heard the reading inside the bill. Is there any discussion? Seeing none. the bill is now ready for final action. All in favor to pass through the bill? vote aye. when her name is called. Those opposed will vote no. Will the clerk please take the roll? Mr Sharland: Aye. Mr Coghill: Aye. Ms Gross: Aye. Mr Mosley: Aye. Mrs Strasburger: Aye. Mrs Warwick: Aye. Mr Wilson: Aye. Mr LaValle-President: Aye, Eight ayes. The bill, having received the lead by a number of votes, is passed finally, And that takes us to Councilwoman Deborah Gross presenting the Committee of Innovation, Performance, Asset Management and Technology. Thank you, Mr President.","Bill 1664: Approval of a $35,025 warrant to United Rentals for portable restroom rentals and servicing in city parks, unanimously passed by the city council.","Resolution 2025-1664 was passed unanimously by the city council, authorizing a $35,025.00 warrant to United Rentals for portable restroom rentals and servicing across the city's parks system.",0.8702012300491333,"Resolution 2025-1682 authorizes a $72,500 warrant to the Pennsylvania Public Utility Commission for delinquent 811 damage prevention call debts owed by the City of Pittsburgh, and will be referred to the Committee on Intergovernmental and Educational Affairs.",0.4345088005065918,"Resolution 2025-1681 authorizes a warrant of up to $52,962.24 to the Pennsylvania Municipal League for a one-year subscription, to be reviewed by the Committee on Intergovernmental and Educational Affairs.",0.4127078950405121,1
"Thank you, Councilwoman Deborah L Gross presents Bill 1679 report of the Committee on Innovation, Performance, Asset Management and Technology for March 26, 2025, with an affirmative recommendation.","Bill 1679 from the Committee on Innovation, Performance, Asset Management and Technology, presented by Councilwoman Deborah L Gross, receives an affirmative recommendation for the March 26, 2025 meeting.","City Council Report 2025-1679 from the Committee on Innovation, Performance, Asset Management, and Technology receives affirmative recommendation and is motioned to be Read, Received and Filed.",0.726595401763916,"Report 2025-1677 from the Committee on Finance and Law received an affirmative recommendation and was motioned to be Read, Received and Filed during the March 26, 2025 meeting.",0.6642128825187683,"Report 2025-1678 from the Committee on Public Works and Infrastructure received an affirmative recommendation and was approved to be Read, Received and Filed during the city council meeting.",0.5791727304458618,1
"Bill 1635 resolution authorizing the Mayor and the City Solicitor to enter into a professional service agreement or agreements with SciComm Data Systems Inc. for computer services relating to continuing maintenance, support and upgrades to City law, the Department of Law's current legal case management and administrative support software system for an amount not to exceed 11,424 over one year. You have heard the reading and title of the bill. Is there any discussion? If none, the bill is now ready for final action. All in favor to pass the bill? vote aye When her name is called. those opposed will vote no. Will the clerk please take the roll? Mr Sharlin, Aye Mr Coghill. Aye Ms Gross. Aye Mr Mosley. Aye Ms Strasburger. Aye Mrs Warwick. Aye Mr Wilson, Aye Mr LaValle. President, Aye Eight ayes. The bill, having received a leading part of the votes, is passed.","Bill 1635 authorizes the Mayor and City Solicitor to enter into a professional service agreement with SciComm Data Systems Inc. for legal case management software support, not to exceed $11,424 over one year, which was unanimously passed by the city council.","Resolution 2025-1635 authorizes the Mayor and City Solicitor to enter into a professional service agreement with Cycom Data Systems, Inc. for legal case management software maintenance and support, not to exceed $11,424.00, which was unanimously passed by 8 council members.",0.7525538206100464,"Resolution 2025-1640 authorizes fifty-six additional Open-End Professional Services Agreements with multiple vendors for professional services for the City of Pittsburgh, unanimously passed by eight council members.",0.4253023564815521,"Resolution 2025-1639 authorizes fifty-six additional Open-End Professional Services Agreements with multiple vendors for professional services for the City of Pittsburgh, unanimously passed by eight council members.",0.4055518507957458,1
"finally And finally, Councilman Kari Mosley presenting the Committee of Intergovernmental and Educational Affairs. Thank you, Mr President. Thank you, Councilman Kari Mosley.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0
"presents Bill 1680 reporting on the implementation of the National Education Act, which is the first in the United States to have a national education policy governing the entire country. This agenda would be respected by the Committee for Support of the Committee on Intergovernmental and educational affairs for March 26- 2025 with an affirmative recommendation.","Bill 1680 receives an affirmative recommendation from the Committee on Intergovernmental and Educational Affairs for a national education policy implementation report, marking the first comprehensive national education act in the United States.","City Council Report 2025-1680 from the Committee on Intergovernmental and Educational Affairs receives affirmative recommendation and is motioned to be Read, Received and Filed.",0.6371574997901917,"Report 2025-1677 from the Committee on Finance and Law received an affirmative recommendation and was motioned to be Read, Received and Filed during the March 26, 2025 meeting.",0.55451899766922,"Report 2025-1678 from the Committee on Public Works and Infrastructure received an affirmative recommendation and was approved to be Read, Received and Filed during the city council meeting.",0.502252459526062,1
"bill 1636 resolution authorizing a cooperation agreement or agreements providing for the transfer of funds not to exceed 125,000 to the City of Pittsburgh Equipment Leasing Authority for the purchase of vehicles for the Department of Public Works Bureau of Environmental Services. This expenditure is associated with a correction to the Pay As Credo contract of 16. 36 sixteen-year under the with grant funds that the city will receive from the Pennsylvania Department of Environmental Protection from the 902 Municipal Recycling Grant.","Bill 1636 authorizes a transfer of up to $125,000 to the City of Pittsburgh Equipment Leasing Authority for Department of Public Works vehicle purchases, funded by a Pennsylvania Department of Environmental Protection Municipal Recycling Grant.","Resolution 2025-1636 authorizes a $125,000 fund transfer to the City of Pittsburgh Equipment Leasing Authority for Department of Public Works vehicle purchases, using Pennsylvania Department of Environmental Protection grant funds, and was unanimously passed by 8 council members.",0.8254851698875427,"RES. 2025-1684 authorizes the Urban Redevelopment Authority of Pittsburgh to transfer Block 10-J, Lots 259 and 260 on Erin Street (Council District 6) to the Pittsburgh Land Bank at no cost to the City.",0.5922799110412598,"RES. 2025-1686 authorizes the Urban Redevelopment Authority of Pittsburgh to transfer Block 83-A, Lot 48 on N Aiken Avenue to the Pittsburgh Land Bank at no cost to the City, within Council District No. 9.",0.5691738724708557,1
"Bill 1637 resolution authorizing the issuance of a warrant payable in favor of the Chartiers Valley District Flood Control Authority to renew the City of Pittsburgh's membership into the CVDFCA and pay fees for the year 2025 in an amount not to exceed 17,204 over one year.","Bill 1637 authorizes Pittsburgh's membership renewal and fee payment (not to exceed $17,204) to the Chartiers Valley District Flood Control Authority for the year 2025.","Resolution 2025-1637 authorizes a warrant of up to $17,204 to renew the City of Pittsburgh's membership in the Chartiers Valley District Flood Control Authority (CVDFCA) for 2025, which was unanimously passed by 8 council members.",0.6819670796394348,"Resolution 2025-1636 authorizes a $125,000 fund transfer to the City of Pittsburgh Equipment Leasing Authority for Department of Public Works vehicle purchases, using Pennsylvania Department of Environmental Protection grant funds, and was unanimously passed by 8 council members.",0.5555617809295654,"RES. 2025-1684 authorizes the Urban Redevelopment Authority of Pittsburgh to transfer Block 10-J, Lots 259 and 260 on Erin Street (Council District 6) to the Pittsburgh Land Bank at no cost to the City.",0.5345253348350525,1
"And Bill 1638 resolution authorizing the Mayor and the Director of the Department of Public Works and or the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, to enter into a cooperation agreement with the Pittsburgh Downtown Partnership and the City of Pittsburgh to renew the City of Pittsburgh's membership into the CVDFCA and pay fees for the year 2025 in an amount not to exceed 17,204 over one year. And Bill 1638 resolution authorizing the Mayor and the Director of the Department of Public Works and or the Director of the Department of Public Works providing for assignment of ownership and maintenance of certain infrastructure to be constructed by the Pittsburgh Downtown Partnership for the improvement of Market Square at no cost to the City. You've heard the reading and it's out of the bill. Is there any discussion? Seeing none, the bill is now ready for final action. All in favor of the passage of the bill vote: aye. Rename is called. Those opposed will vote no. Will the clerk please take the roll? Mr Sharlin, Aye Mr Coghill. Aye Ms Gross. Aye Mr Mosley. Aye Mrs Strasburger. Aye Ms Warwick, Aye Mr Wilson. Aye Mr LaValle-President, Aye Eight ayes. The bill has received the required number of votes. It is passed.","Bill 1638 authorizes the City of Pittsburgh to enter into a cooperation agreement with the Pittsburgh Downtown Partnership, renew membership in CVDFCA, and assign infrastructure ownership for Market Square improvements, which was unanimously approved by the city council.","Resolution 2025-1638 authorizes the City of Pittsburgh to enter into a cooperation agreement with the Pittsburgh Downtown Partnership for infrastructure ownership and maintenance of Market Square improvements at no cost to the city, which was unanimously passed by 8 council members.",0.8222606182098389,"Resolution 2025-1640 authorizes fifty-six additional Open-End Professional Services Agreements with multiple vendors for professional services for the City of Pittsburgh, unanimously passed by eight council members.",0.5998423099517822,"Resolution 2025-1639 authorizes fifty-six additional Open-End Professional Services Agreements with multiple vendors for professional services for the City of Pittsburgh, unanimously passed by eight council members.",0.595319390296936,1
"finally, That takes us to motions and resolutions. Is there anything for members? Councilwoman Gross, and I saw Councilman Mosley as well. I'm sorry, Councilwoman Strasburger. Thank you, It's been a long morning. I'm sorry. I understand It's been a long morning so far. I would like to make a motion to call for a post agenda on the Oakland bid. O bid. Okay, Is there a second Second? All in favor? say aye, Aye, We will work with you to get that scheduled, Councilman Mosley.",RES. 2023-MOTION: Councilwoman Strasburger motions to schedule a post-agenda discussion regarding the Oakland bid.,"Councilwoman Strassburger and Council President Lavelle motioned for two separate Post-Agenda items related to the Oakland Business Improvement District and the Affordable Housing Bond, both of which were carried by the council.",0.6205724477767944,"Resolution 2025-1638 authorizes the City of Pittsburgh to enter into a cooperation agreement with the Pittsburgh Downtown Partnership for infrastructure ownership and maintenance of Market Square improvements at no cost to the city, which was unanimously passed by 8 council members.",0.4518046081066131,"Communication 2025-1693 involves Jake Pawlak, Director of Office of Management and Budget, presenting a weekly grants status update to City Council for the week ended March 28, 2025, which was read, received, and filed.",0.4411365091800689,1
"Yeah, I just wanted to congratulate the Neighborhood Academy Bulldogs on winning the Class A State Championship last week in Hershey. And you know, kudos to Dr Anthony Williams for the great job he does running the school. And I also want to give a shout out to Courtney Wallace, whose father I played with- I think she was with the Hawks last year- And I just really appreciate it And I really appreciate the support and the support she gives And I'm really excited about his career. I would love to see him at Perry And I wish him the best as he goes on to New Haven to play for Yale. as a basketball player- And obviously clearly he's a great student athlete as well, So looking forward to inviting him down to Council Chambers on the 29th of April to honor them. Okay, So kudos, All right, We've had two championships in two weeks. Congratulations. Anything else for members If not?","The City Council recognized the Neighborhood Academy Bulldogs for winning the Class A State Championship and planned to honor the team and student athletes, including Dr. Anthony Williams and Courtney Wallace, in the Council Chambers on April 29th.","City Council Report 2025-1680 from the Committee on Intergovernmental and Educational Affairs receives affirmative recommendation and is motioned to be Read, Received and Filed.",0.3910092115402221,"City Council Report 2025-1679 from the Committee on Innovation, Performance, Asset Management, and Technology receives affirmative recommendation and is motioned to be Read, Received and Filed.",0.3601097762584686,"Report 2025-1678 from the Committee on Public Works and Infrastructure received an affirmative recommendation and was approved to be Read, Received and Filed during the city council meeting.",0.3334110379219055,0
"we did read, receive and file the annual report on the affordable housing bond that we took out. That's great that we had very lengthy conversations over whether or not we should do, and so i think it's worthwhile having a discussion of what those dollars are being used for and how they're being deployed. so someone would offer up a motion to hold a post agenda on the affordable housing bond. so moved. second, all those in favor say aye, aye, can you oppose? we'll work to get that scheduled as well.",City Council voted to schedule a post-agenda discussion on the annual report of the affordable housing bond to review its deployment and usage.,"Councilwoman Strassburger and Council President Lavelle motioned for two separate Post-Agenda items related to the Oakland Business Improvement District and the Affordable Housing Bond, both of which were carried by the council.",0.5695184469223022,"City Council Report 2025-1679 from the Committee on Innovation, Performance, Asset Management, and Technology receives affirmative recommendation and is motioned to be Read, Received and Filed.",0.432096004486084,"Report 2025-1678 from the Committee on Public Works and Infrastructure received an affirmative recommendation and was approved to be Read, Received and Filed during the city council meeting.",0.4256680607795715,1
"that takes us to meeting announcements this afternoon at one o'clock. council holding executive section on bill 1687 as it relates to ongoing litigation matters. also this afternoon at 12 o'clock, council will hold a briefing on delta days in pittsburgh, hosted by the pittsburgh alumni chapter of delta, sigma theta sorority. tomorrow, wednesday, april 2nd, council will hold our senate committee meeting at 10 am. speaker registration will close at 9 am wednesday morning. to register to speak at this meeting, please fill out the sign up form on the council meeting webpage by the deadline. you may also call the clerk's office at 412-255-2100. and on wednesday afternoon, with sessions at two and three, council will hold a briefing with stout consultants on affordable housing strategies for pittsburgh. thursday, april 3rd, with sessions at two and three, council will hold a briefing to discuss the conflict of interest policy for public service grant selection process. everyone- no, yeah, everyone's- councilman's first- was absent.","The City Council announced multiple upcoming meetings, including an executive session on Bill 1687 regarding litigation, a Delta Days briefing, a senate committee meeting on April 2nd, and briefings on affordable housing strategies and conflict of interest policy for public service grant selection.","Councilwoman Strassburger and Council President Lavelle motioned for two separate Post-Agenda items related to the Oakland Business Improvement District and the Affordable Housing Bond, both of which were carried by the council.",0.5278781652450562,"Communication 2025-1693 involves Jake Pawlak, Director of Office of Management and Budget, presenting a weekly grants status update to City Council for the week ended March 28, 2025, which was read, received, and filed.",0.464866042137146,"City Council Report 2025-1679 from the Committee on Innovation, Performance, Asset Management, and Technology receives affirmative recommendation and is motioned to be Read, Received and Filed.",0.4576821327209472,0
"so we need a motion to excuse the absent member, approve the minutes and adjourn the meeting. so move second. all those in favor say aye, aye, we are adjourned. okay, we'll note that as the committee is adjourned, we are deferring to an. following a motion by the senator chairs the everyday vote. infection prevention policy up in sürplayingiam. Thank you.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0
