sentence,classification,prev2,prev1,next1,next2
"It started when I came home from the hospital from Cairns And when I went home on the 18th 18th, I was like, really upset.",i,"Oh here, Sorry for that.","The reason we, The reason we, The reason why I was excited to be on a tenant council- was I was able to get the group together and talk with the management And over the last four to five years we've been having so many changes in management And actually the property and the high rise where I live in Glen Hazel has really gone downhill And that doesn't make me happy at all.","The property started to go downhill And in the backyard Right now the furniture was stolen And that makes me really unhappy Because I do travel the property at least once a year And I'm not sure if I'm going to be able to get it back, But I'm going to be able to get it back And I'm going to be able to get it back And I'm going to be able to get it back.","But when I did around 18 and 19, I was very disappointed And I told management about it."
"The property started to go downhill And in the backyard Right now the furniture was stolen And that makes me really unhappy Because I do travel the property at least once a year And I'm not sure if I'm going to be able to get it back, But I'm going to be able to get it back And I'm going to be able to get it back And I'm going to be able to get it back.",i,"The reason we, The reason we, The reason why I was excited to be on a tenant council- was I was able to get the group together and talk with the management And over the last four to five years we've been having so many changes in management And actually the property and the high rise where I live in Glen Hazel has really gone downhill And that doesn't make me happy at all.","It started when I came home from the hospital from Cairns And when I went home on the 18th 18th, I was like, really upset.","But when I did around 18 and 19, I was very disappointed And I told management about it.","But, like I said, they keep changing to management."
"But when I did around 18 and 19, I was very disappointed And I told management about it.",i,"It started when I came home from the hospital from Cairns And when I went home on the 18th 18th, I was like, really upset.","The property started to go downhill And in the backyard Right now the furniture was stolen And that makes me really unhappy Because I do travel the property at least once a year And I'm not sure if I'm going to be able to get it back, But I'm going to be able to get it back And I'm going to be able to get it back And I'm going to be able to get it back.","But, like I said, they keep changing to management.",Now the question getting back to: how do I get people interested in my work?
"But, like I said, they keep changing to management.",i,"The property started to go downhill And in the backyard Right now the furniture was stolen And that makes me really unhappy Because I do travel the property at least once a year And I'm not sure if I'm going to be able to get it back, But I'm going to be able to get it back And I'm going to be able to get it back And I'm going to be able to get it back.","But when I did around 18 and 19, I was very disappointed And I told management about it.",Now the question getting back to: how do I get people interested in my work?,"I don't know, I don't know, I don't know, I don't know."
Now the question getting back to: how do I get people interested in my work?,b,"But when I did around 18 and 19, I was very disappointed And I told management about it.","But, like I said, they keep changing to management.","I don't know, I don't know, I don't know, I don't know.","I've been a leader for over 20 years And I know I've been a leader to people interested, Interested to be on council."
"I don't know, I don't know, I don't know, I don't know.",i,"But, like I said, they keep changing to management.",Now the question getting back to: how do I get people interested in my work?,"I've been a leader for over 20 years And I know I've been a leader to people interested, Interested to be on council.","Well, I've been a leader for a long time, Ever since I moved into the high rise, And I wanted to make sure that everybody was attended to."
"I've been a leader for over 20 years And I know I've been a leader to people interested, Interested to be on council.",i,Now the question getting back to: how do I get people interested in my work?,"I don't know, I don't know, I don't know, I don't know.","Well, I've been a leader for a long time, Ever since I moved into the high rise, And I wanted to make sure that everybody was attended to.",That means that I had a high standard of keeping these people informed.
"Well, I've been a leader for a long time, Ever since I moved into the high rise, And I wanted to make sure that everybody was attended to.",i,"I don't know, I don't know, I don't know, I don't know.","I've been a leader for over 20 years And I know I've been a leader to people interested, Interested to be on council.",That means that I had a high standard of keeping these people informed.,That means that I had a lot of people who would be interested in their work.
That means that I had a high standard of keeping these people informed.,i,"I've been a leader for over 20 years And I know I've been a leader to people interested, Interested to be on council.","Well, I've been a leader for a long time, Ever since I moved into the high rise, And I wanted to make sure that everybody was attended to.",That means that I had a lot of people who would be interested in their work.,That means that everybody would be interested in their work And that would be it.
That means that I had a lot of people who would be interested in their work.,i,"Well, I've been a leader for a long time, Ever since I moved into the high rise, And I wanted to make sure that everybody was attended to.",That means that I had a high standard of keeping these people informed.,That means that everybody would be interested in their work And that would be it.,"That's, that's what I really wanted to do."
That means that everybody would be interested in their work And that would be it.,i,That means that I had a high standard of keeping these people informed.,That means that I had a lot of people who would be interested in their work.,"That's, that's what I really wanted to do.","I wanted to be a leader for a long time And, of course, I was not seniors and people with disabilities and also different people from different areas or countries."
"That's, that's what I really wanted to do.",i,That means that I had a lot of people who would be interested in their work.,That means that everybody would be interested in their work And that would be it.,"I wanted to be a leader for a long time And, of course, I was not seniors and people with disabilities and also different people from different areas or countries.","As a leader myself, I spoke up to get some of the stuff that we needed."
"I wanted to be a leader for a long time And, of course, I was not seniors and people with disabilities and also different people from different areas or countries.",i,That means that everybody would be interested in their work And that would be it.,"That's, that's what I really wanted to do.","As a leader myself, I spoke up to get some of the stuff that we needed.","First, I noticed we needed a social worker, so I went to the Housing Authority and told them we really do need social work to help some of the seniors with their living costs."
"As a leader myself, I spoke up to get some of the stuff that we needed.",i,"That's, that's what I really wanted to do.","I wanted to be a leader for a long time And, of course, I was not seniors and people with disabilities and also different people from different areas or countries.","First, I noticed we needed a social worker, so I went to the Housing Authority and told them we really do need social work to help some of the seniors with their living costs.","And, believe me, I we got it within a year or six months once to a year."
"First, I noticed we needed a social worker, so I went to the Housing Authority and told them we really do need social work to help some of the seniors with their living costs.",i,"I wanted to be a leader for a long time And, of course, I was not seniors and people with disabilities and also different people from different areas or countries.","As a leader myself, I spoke up to get some of the stuff that we needed.","And, believe me, I we got it within a year or six months once to a year.","Also, city parks came into the High Rise and serviced them And right now I'm a little disappointed because of the building going downhill."
"And, believe me, I we got it within a year or six months once to a year.",i,"As a leader myself, I spoke up to get some of the stuff that we needed.","First, I noticed we needed a social worker, so I went to the Housing Authority and told them we really do need social work to help some of the seniors with their living costs.","Also, city parks came into the High Rise and serviced them And right now I'm a little disappointed because of the building going downhill.",no heat and no parts for the new boiler yet And it's really terrible.
"Also, city parks came into the High Rise and serviced them And right now I'm a little disappointed because of the building going downhill.",i,"First, I noticed we needed a social worker, so I went to the Housing Authority and told them we really do need social work to help some of the seniors with their living costs.","And, believe me, I we got it within a year or six months once to a year.",no heat and no parts for the new boiler yet And it's really terrible.,I know we're working.
no heat and no parts for the new boiler yet And it's really terrible.,i,"And, believe me, I we got it within a year or six months once to a year.","Also, city parks came into the High Rise and serviced them And right now I'm a little disappointed because of the building going downhill.",I know we're working.,"I'm working with one of the directors in the housing authority and we're getting on management, So I'm not sure who's coming in or who's going out."
I know we're working.,i,"Also, city parks came into the High Rise and serviced them And right now I'm a little disappointed because of the building going downhill.",no heat and no parts for the new boiler yet And it's really terrible.,"I'm working with one of the directors in the housing authority and we're getting on management, So I'm not sure who's coming in or who's going out.",I'm hoping by next month there will be changes.
"I'm working with one of the directors in the housing authority and we're getting on management, So I'm not sure who's coming in or who's going out.",i,no heat and no parts for the new boiler yet And it's really terrible.,I know we're working.,I'm hoping by next month there will be changes.,But as a leader I just speak up.
I'm hoping by next month there will be changes.,i,I know we're working.,"I'm working with one of the directors in the housing authority and we're getting on management, So I'm not sure who's coming in or who's going out.",But as a leader I just speak up.,"I don't wait for somebody to go and speak, I start speaking up right away And I also offer my advice to management and tell them what's what And if you have any business I can get off to that."
But as a leader I just speak up.,i,"I'm working with one of the directors in the housing authority and we're getting on management, So I'm not sure who's coming in or who's going out.",I'm hoping by next month there will be changes.,"I don't wait for somebody to go and speak, I start speaking up right away And I also offer my advice to management and tell them what's what And if you have any business I can get off to that.",anxiety does some trick.
"I don't wait for somebody to go and speak, I start speaking up right away And I also offer my advice to management and tell them what's what And if you have any business I can get off to that.",i,I'm hoping by next month there will be changes.,But as a leader I just speak up.,anxiety does some trick.,"or why don't you, if you're initially as a steward to that repeatingrah viel ty, pFeach &pertich it's salt."
anxiety does some trick.,i,But as a leader I just speak up.,"I don't wait for somebody to go and speak, I start speaking up right away And I also offer my advice to management and tell them what's what And if you have any business I can get off to that.","or why don't you, if you're initially as a steward to that repeatingrah viel ty, pFeach &pertich it's salt.",to Wogroup ro co ty to U vice?
"or why don't you, if you're initially as a steward to that repeatingrah viel ty, pFeach &pertich it's salt.",i,"I don't wait for somebody to go and speak, I start speaking up right away And I also offer my advice to management and tell them what's what And if you have any business I can get off to that.",anxiety does some trick.,to Wogroup ro co ty to U vice?,"all shout un, phop, de on newscom."
to Wogroup ro co ty to U vice?,i,anxiety does some trick.,"or why don't you, if you're initially as a steward to that repeatingrah viel ty, pFeach &pertich it's salt.","all shout un, phop, de on newscom.","To me that's my home And I don't want to move out, But I would like to see it improve."
"all shout un, phop, de on newscom.",i,"or why don't you, if you're initially as a steward to that repeatingrah viel ty, pFeach &pertich it's salt.",to Wogroup ro co ty to U vice?,"To me that's my home And I don't want to move out, But I would like to see it improve.",Some people say why don't you become a manager?
"To me that's my home And I don't want to move out, But I would like to see it improve.",i,to Wogroup ro co ty to U vice?,"all shout un, phop, de on newscom.",Some people say why don't you become a manager?,I said I'm going to need some help with that.
Some people say why don't you become a manager?,i,"all shout un, phop, de on newscom.","To me that's my home And I don't want to move out, But I would like to see it improve.",I said I'm going to need some help with that.,Sure.
I said I'm going to need some help with that.,i,"To me that's my home And I don't want to move out, But I would like to see it improve.",Some people say why don't you become a manager?,Sure.,"Well, thank you."
Sure.,i,Some people say why don't you become a manager?,I said I'm going to need some help with that.,"Well, thank you.",But also I don't know if any of you have heard the City County Task Force for people with disabilities.
"Well, thank you.",i,I said I'm going to need some help with that.,Sure.,But also I don't know if any of you have heard the City County Task Force for people with disabilities.,"I haven't been with them, but as far as I know I'm still on that committee."
But also I don't know if any of you have heard the City County Task Force for people with disabilities.,b,Sure.,"Well, thank you.","I haven't been with them, but as far as I know I'm still on that committee.",So I just I'm all over this.
"I haven't been with them, but as far as I know I'm still on that committee.",i,"Well, thank you.",But also I don't know if any of you have heard the City County Task Force for people with disabilities.,So I just I'm all over this.,"That's right, Because everybody knows me down here, Yeah, Down in Pittsburgh, Yeah."
So I just I'm all over this.,i,But also I don't know if any of you have heard the City County Task Force for people with disabilities.,"I haven't been with them, but as far as I know I'm still on that committee.","That's right, Because everybody knows me down here, Yeah, Down in Pittsburgh, Yeah.","Well, thank you, Janet."
"That's right, Because everybody knows me down here, Yeah, Down in Pittsburgh, Yeah.",i,"I haven't been with them, but as far as I know I'm still on that committee.",So I just I'm all over this.,"Well, thank you, Janet.",That's all the questions I have.
"Well, thank you, Janet.",b,So I just I'm all over this.,"That's right, Because everybody knows me down here, Yeah, Down in Pittsburgh, Yeah.",That's all the questions I have.,"So thank you very much, Thanks."
That's all the questions I have.,i,"That's right, Because everybody knows me down here, Yeah, Down in Pittsburgh, Yeah.","Well, thank you, Janet.","So thank you very much, Thanks.",Thank you very much.
"So thank you very much, Thanks.",i,"Well, thank you, Janet.",That's all the questions I have.,Thank you very much.,Any other members?
Thank you very much.,i,That's all the questions I have.,"So thank you very much, Thanks.",Any other members?,Councilwoman Strasburg.
Any other members?,b,"So thank you very much, Thanks.",Thank you very much.,Councilwoman Strasburg.,"Thank you, Mr Chair."
Councilwoman Strasburg.,b,Thank you very much.,Any other members?,"Thank you, Mr Chair.","Well, thank you both for your service, your ongoing service, and your willingness to serve into the future."
"Thank you, Mr Chair.",b,Any other members?,Councilwoman Strasburg.,"Well, thank you both for your service, your ongoing service, and your willingness to serve into the future.","Afton, you're one of the first people I met when I started at the city as a staffer more than 10 years ago, And to have your level of experience and institutional memory and knowledge on these issues is just wonderful."
"Well, thank you both for your service, your ongoing service, and your willingness to serve into the future.",i,Councilwoman Strasburg.,"Thank you, Mr Chair.","Afton, you're one of the first people I met when I started at the city as a staffer more than 10 years ago, And to have your level of experience and institutional memory and knowledge on these issues is just wonderful.",The city is fortunate to have you and the commission is fortunate to have you.
"Afton, you're one of the first people I met when I started at the city as a staffer more than 10 years ago, And to have your level of experience and institutional memory and knowledge on these issues is just wonderful.",i,"Thank you, Mr Chair.","Well, thank you both for your service, your ongoing service, and your willingness to serve into the future.",The city is fortunate to have you and the commission is fortunate to have you.,"The thing I wanted to ask about- and I've asked other candidates for the Clean Pittsburgh Commission as well- is: I keep thinking back to that fabulous report that the Pennsylvania Broadcasting the Resources Council released several years ago on the need for updates to Act 101 at the state level, Like the original recycling, waste reuse bill that was passed in like 1988 at the state level, And clearly it's like a roadmap, for we need this change and this change and like 20 changes and updates to the code to make it easier for cities to do their job to keep our city clean, on everything from recycling to waste, And I think that's a really important thing."
The city is fortunate to have you and the commission is fortunate to have you.,i,"Well, thank you both for your service, your ongoing service, and your willingness to serve into the future.","Afton, you're one of the first people I met when I started at the city as a staffer more than 10 years ago, And to have your level of experience and institutional memory and knowledge on these issues is just wonderful.","The thing I wanted to ask about- and I've asked other candidates for the Clean Pittsburgh Commission as well- is: I keep thinking back to that fabulous report that the Pennsylvania Broadcasting the Resources Council released several years ago on the need for updates to Act 101 at the state level, Like the original recycling, waste reuse bill that was passed in like 1988 at the state level, And clearly it's like a roadmap, for we need this change and this change and like 20 changes and updates to the code to make it easier for cities to do their job to keep our city clean, on everything from recycling to waste, And I think that's a really important thing.",I think that's a really important thing.
"The thing I wanted to ask about- and I've asked other candidates for the Clean Pittsburgh Commission as well- is: I keep thinking back to that fabulous report that the Pennsylvania Broadcasting the Resources Council released several years ago on the need for updates to Act 101 at the state level, Like the original recycling, waste reuse bill that was passed in like 1988 at the state level, And clearly it's like a roadmap, for we need this change and this change and like 20 changes and updates to the code to make it easier for cities to do their job to keep our city clean, on everything from recycling to waste, And I think that's a really important thing.",b,"Afton, you're one of the first people I met when I started at the city as a staffer more than 10 years ago, And to have your level of experience and institutional memory and knowledge on these issues is just wonderful.",The city is fortunate to have you and the commission is fortunate to have you.,I think that's a really important thing.,I think that's a really important thing And I think that's a really important thing And I think that's a really important thing.
I think that's a really important thing.,i,The city is fortunate to have you and the commission is fortunate to have you.,"The thing I wanted to ask about- and I've asked other candidates for the Clean Pittsburgh Commission as well- is: I keep thinking back to that fabulous report that the Pennsylvania Broadcasting the Resources Council released several years ago on the need for updates to Act 101 at the state level, Like the original recycling, waste reuse bill that was passed in like 1988 at the state level, And clearly it's like a roadmap, for we need this change and this change and like 20 changes and updates to the code to make it easier for cities to do their job to keep our city clean, on everything from recycling to waste, And I think that's a really important thing.",I think that's a really important thing And I think that's a really important thing And I think that's a really important thing.,"Does- I know it might not be the charge, but does the commission, or could the commission or would you consider on the commission kind of continuing to track bills that are introduced, even if it means just coordinating with the city's lobbyists and seeing what bills are introduced that might relate to that, Because I think there's increasing interest and energy in It was spoken about yesterday."
I think that's a really important thing And I think that's a really important thing And I think that's a really important thing.,i,"The thing I wanted to ask about- and I've asked other candidates for the Clean Pittsburgh Commission as well- is: I keep thinking back to that fabulous report that the Pennsylvania Broadcasting the Resources Council released several years ago on the need for updates to Act 101 at the state level, Like the original recycling, waste reuse bill that was passed in like 1988 at the state level, And clearly it's like a roadmap, for we need this change and this change and like 20 changes and updates to the code to make it easier for cities to do their job to keep our city clean, on everything from recycling to waste, And I think that's a really important thing.",I think that's a really important thing.,"Does- I know it might not be the charge, but does the commission, or could the commission or would you consider on the commission kind of continuing to track bills that are introduced, even if it means just coordinating with the city's lobbyists and seeing what bills are introduced that might relate to that, Because I think there's increasing interest and energy in It was spoken about yesterday.",I've spoken to Councilman mostly about this a couple times.
"Does- I know it might not be the charge, but does the commission, or could the commission or would you consider on the commission kind of continuing to track bills that are introduced, even if it means just coordinating with the city's lobbyists and seeing what bills are introduced that might relate to that, Because I think there's increasing interest and energy in It was spoken about yesterday.",i,I think that's a really important thing.,I think that's a really important thing And I think that's a really important thing And I think that's a really important thing.,I've spoken to Councilman mostly about this a couple times.,like Council president mentioned it as well- maybe getting a group together from Council to go and get a priority list to speak with members about.
I've spoken to Councilman mostly about this a couple times.,i,I think that's a really important thing And I think that's a really important thing And I think that's a really important thing.,"Does- I know it might not be the charge, but does the commission, or could the commission or would you consider on the commission kind of continuing to track bills that are introduced, even if it means just coordinating with the city's lobbyists and seeing what bills are introduced that might relate to that, Because I think there's increasing interest and energy in It was spoken about yesterday.",like Council president mentioned it as well- maybe getting a group together from Council to go and get a priority list to speak with members about.,"and the challenge with waste and litter is like it's something that everyone comments on but it never gets the priority it needs to pass a bill or to get the- you know the thing over the finish line, especially at the state level when there's so many, so many issues and so many priorities."
like Council president mentioned it as well- maybe getting a group together from Council to go and get a priority list to speak with members about.,i,"Does- I know it might not be the charge, but does the commission, or could the commission or would you consider on the commission kind of continuing to track bills that are introduced, even if it means just coordinating with the city's lobbyists and seeing what bills are introduced that might relate to that, Because I think there's increasing interest and energy in It was spoken about yesterday.",I've spoken to Councilman mostly about this a couple times.,"and the challenge with waste and litter is like it's something that everyone comments on but it never gets the priority it needs to pass a bill or to get the- you know the thing over the finish line, especially at the state level when there's so many, so many issues and so many priorities.","So I guess, if we get our act together and are ready for a visit of some sort and are considering some, you know, some set of bills to push, Is that something that the Commission might be able to provide us with?"
"and the challenge with waste and litter is like it's something that everyone comments on but it never gets the priority it needs to pass a bill or to get the- you know the thing over the finish line, especially at the state level when there's so many, so many issues and so many priorities.",i,I've spoken to Councilman mostly about this a couple times.,like Council president mentioned it as well- maybe getting a group together from Council to go and get a priority list to speak with members about.,"So I guess, if we get our act together and are ready for a visit of some sort and are considering some, you know, some set of bills to push, Is that something that the Commission might be able to provide us with?","like, hey, this is the one that would really unlock funding or unlock the ability to do what we need to do."
"So I guess, if we get our act together and are ready for a visit of some sort and are considering some, you know, some set of bills to push, Is that something that the Commission might be able to provide us with?",i,like Council president mentioned it as well- maybe getting a group together from Council to go and get a priority list to speak with members about.,"and the challenge with waste and litter is like it's something that everyone comments on but it never gets the priority it needs to pass a bill or to get the- you know the thing over the finish line, especially at the state level when there's so many, so many issues and so many priorities.","like, hey, this is the one that would really unlock funding or unlock the ability to do what we need to do.",I don't see why not.
"like, hey, this is the one that would really unlock funding or unlock the ability to do what we need to do.",i,"and the challenge with waste and litter is like it's something that everyone comments on but it never gets the priority it needs to pass a bill or to get the- you know the thing over the finish line, especially at the state level when there's so many, so many issues and so many priorities.","So I guess, if we get our act together and are ready for a visit of some sort and are considering some, you know, some set of bills to push, Is that something that the Commission might be able to provide us with?",I don't see why not.,"I mean absolutely, if that's something that you guys need, and having that interaction and and having Council- even members of Council- attend meetings, which I know, you know you guys do- and sometimes I feel like having that communication and having that task list for us definitely helps us to prioritize what we should be talking about at our meetings."
I don't see why not.,i,"So I guess, if we get our act together and are ready for a visit of some sort and are considering some, you know, some set of bills to push, Is that something that the Commission might be able to provide us with?","like, hey, this is the one that would really unlock funding or unlock the ability to do what we need to do.","I mean absolutely, if that's something that you guys need, and having that interaction and and having Council- even members of Council- attend meetings, which I know, you know you guys do- and sometimes I feel like having that communication and having that task list for us definitely helps us to prioritize what we should be talking about at our meetings.",You know we have sort of the standard stuff that we do it all the time in every year.
"I mean absolutely, if that's something that you guys need, and having that interaction and and having Council- even members of Council- attend meetings, which I know, you know you guys do- and sometimes I feel like having that communication and having that task list for us definitely helps us to prioritize what we should be talking about at our meetings.",i,"like, hey, this is the one that would really unlock funding or unlock the ability to do what we need to do.",I don't see why not.,You know we have sort of the standard stuff that we do it all the time in every year.,"But if you have a special need, like us, to try to help do some, maybe some policy analysis, There's no reason why we can't do that."
You know we have sort of the standard stuff that we do it all the time in every year.,i,I don't see why not.,"I mean absolutely, if that's something that you guys need, and having that interaction and and having Council- even members of Council- attend meetings, which I know, you know you guys do- and sometimes I feel like having that communication and having that task list for us definitely helps us to prioritize what we should be talking about at our meetings.","But if you have a special need, like us, to try to help do some, maybe some policy analysis, There's no reason why we can't do that.","So if you want, like, maybe, a priority list of some of the maybe the top five or 10 priorities or things to to consider, Yeah, it's just a matter of just the ask."
"But if you have a special need, like us, to try to help do some, maybe some policy analysis, There's no reason why we can't do that.",i,"I mean absolutely, if that's something that you guys need, and having that interaction and and having Council- even members of Council- attend meetings, which I know, you know you guys do- and sometimes I feel like having that communication and having that task list for us definitely helps us to prioritize what we should be talking about at our meetings.",You know we have sort of the standard stuff that we do it all the time in every year.,"So if you want, like, maybe, a priority list of some of the maybe the top five or 10 priorities or things to to consider, Yeah, it's just a matter of just the ask.",So I appreciate it.
"So if you want, like, maybe, a priority list of some of the maybe the top five or 10 priorities or things to to consider, Yeah, it's just a matter of just the ask.",i,You know we have sort of the standard stuff that we do it all the time in every year.,"But if you have a special need, like us, to try to help do some, maybe some policy analysis, There's no reason why we can't do that.",So I appreciate it.,Thanks for your service.
So I appreciate it.,i,"But if you have a special need, like us, to try to help do some, maybe some policy analysis, There's no reason why we can't do that.","So if you want, like, maybe, a priority list of some of the maybe the top five or 10 priorities or things to to consider, Yeah, it's just a matter of just the ask.",Thanks for your service.,"or, and Janet, thank you for your continued service as well on the task force and the authority, your longstanding service."
Thanks for your service.,i,"So if you want, like, maybe, a priority list of some of the maybe the top five or 10 priorities or things to to consider, Yeah, it's just a matter of just the ask.",So I appreciate it.,"or, and Janet, thank you for your continued service as well on the task force and the authority, your longstanding service.",I really don't have any questions for you.
"or, and Janet, thank you for your continued service as well on the task force and the authority, your longstanding service.",i,So I appreciate it.,Thanks for your service.,I really don't have any questions for you.,I'm just glad that you are representing the city in that way.
I really don't have any questions for you.,i,Thanks for your service.,"or, and Janet, thank you for your continued service as well on the task force and the authority, your longstanding service.",I'm just glad that you are representing the city in that way.,So thank you.
I'm just glad that you are representing the city in that way.,i,"or, and Janet, thank you for your continued service as well on the task force and the authority, your longstanding service.",I really don't have any questions for you.,So thank you.,I can I May I have one.
So thank you.,i,I really don't have any questions for you.,I'm just glad that you are representing the city in that way.,I can I May I have one.,I care about people And I have helped a lot of them.
I can I May I have one.,i,I'm just glad that you are representing the city in that way.,So thank you.,I care about people And I have helped a lot of them.,"You know, and why."
I care about people And I have helped a lot of them.,p,So thank you.,I can I May I have one.,"You know, and why.","I know I'm hardly ever down here Speaking my mind, But I have caregivers That I Can always come down here on the meeting days."
"You know, and why.",i,I can I May I have one.,I care about people And I have helped a lot of them.,"I know I'm hardly ever down here Speaking my mind, But I have caregivers That I Can always come down here on the meeting days.","I know I can talk to Boys And Barbara D, to And Claire, And I do appreciate The invitation To come down here To ask me questions About me Reappointed to the board."
"I know I'm hardly ever down here Speaking my mind, But I have caregivers That I Can always come down here on the meeting days.",b,I care about people And I have helped a lot of them.,"You know, and why.","I know I can talk to Boys And Barbara D, to And Claire, And I do appreciate The invitation To come down here To ask me questions About me Reappointed to the board.",I don't know if I am We're going to be Appointed.
"I know I can talk to Boys And Barbara D, to And Claire, And I do appreciate The invitation To come down here To ask me questions About me Reappointed to the board.",i,"You know, and why.","I know I'm hardly ever down here Speaking my mind, But I have caregivers That I Can always come down here on the meeting days.",I don't know if I am We're going to be Appointed.,I don't know Because I've had The pleasure Of making Some wise decision.
I don't know if I am We're going to be Appointed.,i,"I know I'm hardly ever down here Speaking my mind, But I have caregivers That I Can always come down here on the meeting days.","I know I can talk to Boys And Barbara D, to And Claire, And I do appreciate The invitation To come down here To ask me questions About me Reappointed to the board.",I don't know Because I've had The pleasure Of making Some wise decision.,"And the one thing I don't know, if you know about this, We have a while The W."
I don't know Because I've had The pleasure Of making Some wise decision.,i,"I know I can talk to Boys And Barbara D, to And Claire, And I do appreciate The invitation To come down here To ask me questions About me Reappointed to the board.",I don't know if I am We're going to be Appointed.,"And the one thing I don't know, if you know about this, We have a while The W.","the first W is Wifi On Wheels And I was Inspiring Me The directors, And they told me I inspired that Van Then go to the community to give me, To pick up People who want to Learn computers, And it's accessible."
"And the one thing I don't know, if you know about this, We have a while The W.",i,I don't know if I am We're going to be Appointed.,I don't know Because I've had The pleasure Of making Some wise decision.,"the first W is Wifi On Wheels And I was Inspiring Me The directors, And they told me I inspired that Van Then go to the community to give me, To pick up People who want to Learn computers, And it's accessible.",They are.
"the first W is Wifi On Wheels And I was Inspiring Me The directors, And they told me I inspired that Van Then go to the community to give me, To pick up People who want to Learn computers, And it's accessible.",i,I don't know Because I've had The pleasure Of making Some wise decision.,"And the one thing I don't know, if you know about this, We have a while The W.",They are.,"They started out with one And now they got two of them And it's really accessible, Because I want to go ahead."
They are.,i,"And the one thing I don't know, if you know about this, We have a while The W.","the first W is Wifi On Wheels And I was Inspiring Me The directors, And they told me I inspired that Van Then go to the community to give me, To pick up People who want to Learn computers, And it's accessible.","They started out with one And now they got two of them And it's really accessible, Because I want to go ahead.","I said: you got to come to my community, I want to try it out And I did, And it was Very good."
"They started out with one And now they got two of them And it's really accessible, Because I want to go ahead.",i,"the first W is Wifi On Wheels And I was Inspiring Me The directors, And they told me I inspired that Van Then go to the community to give me, To pick up People who want to Learn computers, And it's accessible.",They are.,"I said: you got to come to my community, I want to try it out And I did, And it was Very good.",So Now I was in authority.
"I said: you got to come to my community, I want to try it out And I did, And it was Very good.",i,They are.,"They started out with one And now they got two of them And it's really accessible, Because I want to go ahead.",So Now I was in authority.,"I encourage them To Hire within, And that's how May I Tell that story?"
So Now I was in authority.,i,"They started out with one And now they got two of them And it's really accessible, Because I want to go ahead.","I said: you got to come to my community, I want to try it out And I did, And it was Very good.","I encourage them To Hire within, And that's how May I Tell that story?","All right, Over 20 years ago I was appointed to the board of directors And they were looking for A new executive director."
"I encourage them To Hire within, And that's how May I Tell that story?",i,"I said: you got to come to my community, I want to try it out And I did, And it was Very good.",So Now I was in authority.,"All right, Over 20 years ago I was appointed to the board of directors And they were looking for A new executive director.","Well, I went through the list Of resumes And They spent A whole lot Of money From outsiders from Across the nation, Especially out West."
"All right, Over 20 years ago I was appointed to the board of directors And they were looking for A new executive director.",b,So Now I was in authority.,"I encourage them To Hire within, And that's how May I Tell that story?","Well, I went through the list Of resumes And They spent A whole lot Of money From outsiders from Across the nation, Especially out West.","So the president, Executive director."
"Well, I went through the list Of resumes And They spent A whole lot Of money From outsiders from Across the nation, Especially out West.",i,"I encourage them To Hire within, And that's how May I Tell that story?","All right, Over 20 years ago I was appointed to the board of directors And they were looking for A new executive director.","So the president, Executive director.","I read his Resume And so When we were deciding on, I had an executive director As A Breakfast And went to the group And I said: Why are we going all over the country When we can hire Somebody within here That has this Qualification?"
"So the president, Executive director.",i,"All right, Over 20 years ago I was appointed to the board of directors And they were looking for A new executive director.","Well, I went through the list Of resumes And They spent A whole lot Of money From outsiders from Across the nation, Especially out West.","I read his Resume And so When we were deciding on, I had an executive director As A Breakfast And went to the group And I said: Why are we going all over the country When we can hire Somebody within here That has this Qualification?",And They all agreed with me And they thought that was reasonable.
"I read his Resume And so When we were deciding on, I had an executive director As A Breakfast And went to the group And I said: Why are we going all over the country When we can hire Somebody within here That has this Qualification?",i,"Well, I went through the list Of resumes And They spent A whole lot Of money From outsiders from Across the nation, Especially out West.","So the president, Executive director.",And They all agreed with me And they thought that was reasonable.,And guess what It worked.
And They all agreed with me And they thought that was reasonable.,i,"So the president, Executive director.","I read his Resume And so When we were deciding on, I had an executive director As A Breakfast And went to the group And I said: Why are we going all over the country When we can hire Somebody within here That has this Qualification?",And guess what It worked.,And I was.
And guess what It worked.,i,"I read his Resume And so When we were deciding on, I had an executive director As A Breakfast And went to the group And I said: Why are we going all over the country When we can hire Somebody within here That has this Qualification?",And They all agreed with me And they thought that was reasonable.,And I was.,I guess in some ways I'm an influencer Because I think a lot about stuff.
And I was.,i,And They all agreed with me And they thought that was reasonable.,And guess what It worked.,I guess in some ways I'm an influencer Because I think a lot about stuff.,And So Any other questions?
I guess in some ways I'm an influencer Because I think a lot about stuff.,i,And guess what It worked.,And I was.,And So Any other questions?,"Really, I really want to hear The questions That might Come up in your minds, And So None, None from me."
And So Any other questions?,b,And I was.,I guess in some ways I'm an influencer Because I think a lot about stuff.,"Really, I really want to hear The questions That might Come up in your minds, And So None, None from me.",There might be other questions from others.
"Really, I really want to hear The questions That might Come up in your minds, And So None, None from me.",i,I guess in some ways I'm an influencer Because I think a lot about stuff.,And So Any other questions?,There might be other questions from others.,I'll just say I think that you've highlighted exactly why.
There might be other questions from others.,i,And So Any other questions?,"Really, I really want to hear The questions That might Come up in your minds, And So None, None from me.",I'll just say I think that you've highlighted exactly why.,"You know, Underscored What I continue to beat the drum on, Which is that Life experience matters, And life experience as representation on boards, Authorities, commissions and councils matters."
