sentence,classification,prev2,prev1,next1,next2
"Within the last census, the city had a 10% population increase and despite that, they still were able to have rent growth that was significantly below the national average and new homes that were able to be affordable to of households making right around the area median income in that city.",i,"and lastly, to wrap up, just with the amount of vacant lots that we have in the city, these can be better, more efficiently repurposed to be new housing for residents of the city, And we've used demonstrated the city of Houston, which is famously doesn't have a zoning code, but it has many land use regulations, one of them being a minimum lot size requirement.","They reduced that significantly back in 1998 And then we've also increased the number of homes that are built in the inner core of the city and later expanding it to cover most of the city in 2013, And as a result of that, they've had significant home building that's been able to keep costs down, despite having significant population growth.",And I'll just walk through the process of how we got here.,"As Paul had noted, the housing needs assessment was completed in 2022, did have minimum lot size as one of the five under the soft density and infill by right recommendation from the city's housing needs assessment And then from that the department worked to draft a series of, you know, a couple of zoning amendments, one being a text amendment that covered accessory dwelling units, parking reform and inclusionary zoning in addition to minimum lot size."
And I'll just walk through the process of how we got here.,b,"They reduced that significantly back in 1998 And then we've also increased the number of homes that are built in the inner core of the city and later expanding it to cover most of the city in 2013, And as a result of that, they've had significant home building that's been able to keep costs down, despite having significant population growth.","Within the last census, the city had a 10% population increase and despite that, they still were able to have rent growth that was significantly below the national average and new homes that were able to be affordable to of households making right around the area median income in that city.","As Paul had noted, the housing needs assessment was completed in 2022, did have minimum lot size as one of the five under the soft density and infill by right recommendation from the city's housing needs assessment And then from that the department worked to draft a series of, you know, a couple of zoning amendments, one being a text amendment that covered accessory dwelling units, parking reform and inclusionary zoning in addition to minimum lot size.","This was done partially in conjunction with a number of council members, including on the minimum lot size work, Councilwoman Warwick."
"As Paul had noted, the housing needs assessment was completed in 2022, did have minimum lot size as one of the five under the soft density and infill by right recommendation from the city's housing needs assessment And then from that the department worked to draft a series of, you know, a couple of zoning amendments, one being a text amendment that covered accessory dwelling units, parking reform and inclusionary zoning in addition to minimum lot size.",i,"Within the last census, the city had a 10% population increase and despite that, they still were able to have rent growth that was significantly below the national average and new homes that were able to be affordable to of households making right around the area median income in that city.",And I'll just walk through the process of how we got here.,"This was done partially in conjunction with a number of council members, including on the minimum lot size work, Councilwoman Warwick.","on the parking, you know, trying to align and actually expanding that a little bit more broadly with some of the work that Councilperson Strasburger's office is doing, you know, with kind of the broad intention of, as Paul noted, being able to increase supply, both market rate for many of the reasons that Paul noted as well as you know, opportunities for affordable housing- restricted affordable housing, you know, for people who cannot afford housing in the city presently."
"This was done partially in conjunction with a number of council members, including on the minimum lot size work, Councilwoman Warwick.",i,And I'll just walk through the process of how we got here.,"As Paul had noted, the housing needs assessment was completed in 2022, did have minimum lot size as one of the five under the soft density and infill by right recommendation from the city's housing needs assessment And then from that the department worked to draft a series of, you know, a couple of zoning amendments, one being a text amendment that covered accessory dwelling units, parking reform and inclusionary zoning in addition to minimum lot size.","on the parking, you know, trying to align and actually expanding that a little bit more broadly with some of the work that Councilperson Strasburger's office is doing, you know, with kind of the broad intention of, as Paul noted, being able to increase supply, both market rate for many of the reasons that Paul noted as well as you know, opportunities for affordable housing- restricted affordable housing, you know, for people who cannot afford housing in the city presently.",With this package of much larger amendments that included minimum lot size reform as a part of it.
"on the parking, you know, trying to align and actually expanding that a little bit more broadly with some of the work that Councilperson Strasburger's office is doing, you know, with kind of the broad intention of, as Paul noted, being able to increase supply, both market rate for many of the reasons that Paul noted as well as you know, opportunities for affordable housing- restricted affordable housing, you know, for people who cannot afford housing in the city presently.",i,"As Paul had noted, the housing needs assessment was completed in 2022, did have minimum lot size as one of the five under the soft density and infill by right recommendation from the city's housing needs assessment And then from that the department worked to draft a series of, you know, a couple of zoning amendments, one being a text amendment that covered accessory dwelling units, parking reform and inclusionary zoning in addition to minimum lot size.","This was done partially in conjunction with a number of council members, including on the minimum lot size work, Councilwoman Warwick.",With this package of much larger amendments that included minimum lot size reform as a part of it.,"you know the city, through the department of city planning, did, you know, a series of outreach over, you know, kind of late 2024 and early 2025."
With this package of much larger amendments that included minimum lot size reform as a part of it.,i,"This was done partially in conjunction with a number of council members, including on the minimum lot size work, Councilwoman Warwick.","on the parking, you know, trying to align and actually expanding that a little bit more broadly with some of the work that Councilperson Strasburger's office is doing, you know, with kind of the broad intention of, as Paul noted, being able to increase supply, both market rate for many of the reasons that Paul noted as well as you know, opportunities for affordable housing- restricted affordable housing, you know, for people who cannot afford housing in the city presently.","you know the city, through the department of city planning, did, you know, a series of outreach over, you know, kind of late 2024 and early 2025.","There are 20 different community meetings that are on the screen presently that cover, you know, one aspect of that outreach."
"you know the city, through the department of city planning, did, you know, a series of outreach over, you know, kind of late 2024 and early 2025.",i,"on the parking, you know, trying to align and actually expanding that a little bit more broadly with some of the work that Councilperson Strasburger's office is doing, you know, with kind of the broad intention of, as Paul noted, being able to increase supply, both market rate for many of the reasons that Paul noted as well as you know, opportunities for affordable housing- restricted affordable housing, you know, for people who cannot afford housing in the city presently.",With this package of much larger amendments that included minimum lot size reform as a part of it.,"There are 20 different community meetings that are on the screen presently that cover, you know, one aspect of that outreach.","And then, additionally, you know, in the development of these amendments, including minimum lot size, you know there were meetings with city council, with advocates and developers as a part of this work And so those are shown on the screen."
"There are 20 different community meetings that are on the screen presently that cover, you know, one aspect of that outreach.",i,With this package of much larger amendments that included minimum lot size reform as a part of it.,"you know the city, through the department of city planning, did, you know, a series of outreach over, you know, kind of late 2024 and early 2025.","And then, additionally, you know, in the development of these amendments, including minimum lot size, you know there were meetings with city council, with advocates and developers as a part of this work And so those are shown on the screen.","You know, once all of that had concluded and you know we had this kind of series of amendments developed, you know the larger package of housing needs needs assessment text amendments you know were presented to the planning commission through multiple briefings in late 2024."
"And then, additionally, you know, in the development of these amendments, including minimum lot size, you know there were meetings with city council, with advocates and developers as a part of this work And so those are shown on the screen.",i,"you know the city, through the department of city planning, did, you know, a series of outreach over, you know, kind of late 2024 and early 2025.","There are 20 different community meetings that are on the screen presently that cover, you know, one aspect of that outreach.","You know, once all of that had concluded and you know we had this kind of series of amendments developed, you know the larger package of housing needs needs assessment text amendments you know were presented to the planning commission through multiple briefings in late 2024.","There was a public hearing held in January of this year where the planning commission recommended, you know, with conditions, you know the city, you know the city planning staff and the planning commission, to have the approval of the housing needs assessment text amendments."
"You know, once all of that had concluded and you know we had this kind of series of amendments developed, you know the larger package of housing needs needs assessment text amendments you know were presented to the planning commission through multiple briefings in late 2024.",i,"There are 20 different community meetings that are on the screen presently that cover, you know, one aspect of that outreach.","And then, additionally, you know, in the development of these amendments, including minimum lot size, you know there were meetings with city council, with advocates and developers as a part of this work And so those are shown on the screen.","There was a public hearing held in January of this year where the planning commission recommended, you know, with conditions, you know the city, you know the city planning staff and the planning commission, to have the approval of the housing needs assessment text amendments.","This council bill, again being specifically around the minimum lot size reform language, you know did separate that out from the larger text amendment."
"There was a public hearing held in January of this year where the planning commission recommended, you know, with conditions, you know the city, you know the city planning staff and the planning commission, to have the approval of the housing needs assessment text amendments.",b,"And then, additionally, you know, in the development of these amendments, including minimum lot size, you know there were meetings with city council, with advocates and developers as a part of this work And so those are shown on the screen.","You know, once all of that had concluded and you know we had this kind of series of amendments developed, you know the larger package of housing needs needs assessment text amendments you know were presented to the planning commission through multiple briefings in late 2024.","This council bill, again being specifically around the minimum lot size reform language, you know did separate that out from the larger text amendment.",None of the conditions in that planning commission or approval were referring to the minimum lot size provisions.
"This council bill, again being specifically around the minimum lot size reform language, you know did separate that out from the larger text amendment.",i,"You know, once all of that had concluded and you know we had this kind of series of amendments developed, you know the larger package of housing needs needs assessment text amendments you know were presented to the planning commission through multiple briefings in late 2024.","There was a public hearing held in January of this year where the planning commission recommended, you know, with conditions, you know the city, you know the city planning staff and the planning commission, to have the approval of the housing needs assessment text amendments.",None of the conditions in that planning commission or approval were referring to the minimum lot size provisions.,"So just to you know, to try to be clear, you know that."
None of the conditions in that planning commission or approval were referring to the minimum lot size provisions.,i,"There was a public hearing held in January of this year where the planning commission recommended, you know, with conditions, you know the city, you know the city planning staff and the planning commission, to have the approval of the housing needs assessment text amendments.","This council bill, again being specifically around the minimum lot size reform language, you know did separate that out from the larger text amendment.","So just to you know, to try to be clear, you know that.","you know, obviously, with city planning staff, you know the planning commission, through its recommendation- not recommending, recommending its approval without any conditions- you know that they are supportive of the changes that are in this bill."
"So just to you know, to try to be clear, you know that.",i,"This council bill, again being specifically around the minimum lot size reform language, you know did separate that out from the larger text amendment.",None of the conditions in that planning commission or approval were referring to the minimum lot size provisions.,"you know, obviously, with city planning staff, you know the planning commission, through its recommendation- not recommending, recommending its approval without any conditions- you know that they are supportive of the changes that are in this bill.","you know and you know, and obviously the fact that this is implementation of a part of one of the land use recommendations from the housing needs assessment is something that is, you know, part of work that is important to the department And obviously, beyond this work, you know there is a lot more work to be done with the remainder of the housing needs assessment, which is a part of the planning commission's work."
"you know, obviously, with city planning staff, you know the planning commission, through its recommendation- not recommending, recommending its approval without any conditions- you know that they are supportive of the changes that are in this bill.",i,None of the conditions in that planning commission or approval were referring to the minimum lot size provisions.,"So just to you know, to try to be clear, you know that.","you know and you know, and obviously the fact that this is implementation of a part of one of the land use recommendations from the housing needs assessment is something that is, you know, part of work that is important to the department And obviously, beyond this work, you know there is a lot more work to be done with the remainder of the housing needs assessment, which is a part of the planning commission's work.","So you know the map amendment bill, you know that is has been referred to city council bill 2025 1545, The map amendment bill, which I kind of glossed over in a previous slide but is around transit oriented development, which is presently, you know, something that we is held at planning commission while we're doing some further study, And then other land use recommendations from the housing needs assessment that are drafted by city planning."
"you know and you know, and obviously the fact that this is implementation of a part of one of the land use recommendations from the housing needs assessment is something that is, you know, part of work that is important to the department And obviously, beyond this work, you know there is a lot more work to be done with the remainder of the housing needs assessment, which is a part of the planning commission's work.",i,"So just to you know, to try to be clear, you know that.","you know, obviously, with city planning staff, you know the planning commission, through its recommendation- not recommending, recommending its approval without any conditions- you know that they are supportive of the changes that are in this bill.","So you know the map amendment bill, you know that is has been referred to city council bill 2025 1545, The map amendment bill, which I kind of glossed over in a previous slide but is around transit oriented development, which is presently, you know, something that we is held at planning commission while we're doing some further study, And then other land use recommendations from the housing needs assessment that are drafted by city planning.","So obviously, look to work forward, you know."
"So you know the map amendment bill, you know that is has been referred to city council bill 2025 1545, The map amendment bill, which I kind of glossed over in a previous slide but is around transit oriented development, which is presently, you know, something that we is held at planning commission while we're doing some further study, And then other land use recommendations from the housing needs assessment that are drafted by city planning.",b,"you know, obviously, with city planning staff, you know the planning commission, through its recommendation- not recommending, recommending its approval without any conditions- you know that they are supportive of the changes that are in this bill.","you know and you know, and obviously the fact that this is implementation of a part of one of the land use recommendations from the housing needs assessment is something that is, you know, part of work that is important to the department And obviously, beyond this work, you know there is a lot more work to be done with the remainder of the housing needs assessment, which is a part of the planning commission's work.","So obviously, look to work forward, you know.",look forward to working with.
"So obviously, look to work forward, you know.",i,"you know and you know, and obviously the fact that this is implementation of a part of one of the land use recommendations from the housing needs assessment is something that is, you know, part of work that is important to the department And obviously, beyond this work, you know there is a lot more work to be done with the remainder of the housing needs assessment, which is a part of the planning commission's work.","So you know the map amendment bill, you know that is has been referred to city council bill 2025 1545, The map amendment bill, which I kind of glossed over in a previous slide but is around transit oriented development, which is presently, you know, something that we is held at planning commission while we're doing some further study, And then other land use recommendations from the housing needs assessment that are drafted by city planning.",look forward to working with.,"you know, amongst a much broader coalition to try to move a lot of this broader work around housing and changes to our zoning and land use regulations around that."
look forward to working with.,i,"So you know the map amendment bill, you know that is has been referred to city council bill 2025 1545, The map amendment bill, which I kind of glossed over in a previous slide but is around transit oriented development, which is presently, you know, something that we is held at planning commission while we're doing some further study, And then other land use recommendations from the housing needs assessment that are drafted by city planning.","So obviously, look to work forward, you know.","you know, amongst a much broader coalition to try to move a lot of this broader work around housing and changes to our zoning and land use regulations around that.","So with that, thank you All right, great Thank you for that great presentation And at this time we will move on to our speakers And I'll just say this: the notes again on public speaking."
"you know, amongst a much broader coalition to try to move a lot of this broader work around housing and changes to our zoning and land use regulations around that.",i,"So obviously, look to work forward, you know.",look forward to working with.,"So with that, thank you All right, great Thank you for that great presentation And at this time we will move on to our speakers And I'll just say this: the notes again on public speaking.",You have three minutes And please state your first and last name for the record And also the neighborhood and or the neighborhood organization or affiliation you have with the neighborhood before you give your comments.
"So with that, thank you All right, great Thank you for that great presentation And at this time we will move on to our speakers And I'll just say this: the notes again on public speaking.",p,look forward to working with.,"you know, amongst a much broader coalition to try to move a lot of this broader work around housing and changes to our zoning and land use regulations around that.",You have three minutes And please state your first and last name for the record And also the neighborhood and or the neighborhood organization or affiliation you have with the neighborhood before you give your comments.,"Three minutes to speak And our first speaker is David Bringen, And sorry for that mix up, David."
You have three minutes And please state your first and last name for the record And also the neighborhood and or the neighborhood organization or affiliation you have with the neighborhood before you give your comments.,p,"you know, amongst a much broader coalition to try to move a lot of this broader work around housing and changes to our zoning and land use regulations around that.","So with that, thank you All right, great Thank you for that great presentation And at this time we will move on to our speakers And I'll just say this: the notes again on public speaking.","Three minutes to speak And our first speaker is David Bringen, And sorry for that mix up, David.","No problem, Good afternoon."
"Three minutes to speak And our first speaker is David Bringen, And sorry for that mix up, David.",p,"So with that, thank you All right, great Thank you for that great presentation And at this time we will move on to our speakers And I'll just say this: the notes again on public speaking.",You have three minutes And please state your first and last name for the record And also the neighborhood and or the neighborhood organization or affiliation you have with the neighborhood before you give your comments.,"No problem, Good afternoon.",My name is Dave Bringen.
"No problem, Good afternoon.",p,You have three minutes And please state your first and last name for the record And also the neighborhood and or the neighborhood organization or affiliation you have with the neighborhood before you give your comments.,"Three minutes to speak And our first speaker is David Bringen, And sorry for that mix up, David.",My name is Dave Bringen.,I'm the executive director of Lawrenceville United.
My name is Dave Bringen.,p,"Three minutes to speak And our first speaker is David Bringen, And sorry for that mix up, David.","No problem, Good afternoon.",I'm the executive director of Lawrenceville United.,We're a membership organization of over 900 Lawrenceville residents And our mission is to improve and protect the quality of life for all Lawrenceville residents.
I'm the executive director of Lawrenceville United.,b,"No problem, Good afternoon.",My name is Dave Bringen.,We're a membership organization of over 900 Lawrenceville residents And our mission is to improve and protect the quality of life for all Lawrenceville residents.,"Our organization supports the entire zoning package under the implementing the housing needs assessment amendments, including the proposed reforms to minimum lot sizes."
We're a membership organization of over 900 Lawrenceville residents And our mission is to improve and protect the quality of life for all Lawrenceville residents.,i,My name is Dave Bringen.,I'm the executive director of Lawrenceville United.,"Our organization supports the entire zoning package under the implementing the housing needs assessment amendments, including the proposed reforms to minimum lot sizes.","This specific amendment is a common sense solution to allowing more housing types in more neighborhoods, especially those that are more affordable, more modestly sized and look more like the ones around them."
"Our organization supports the entire zoning package under the implementing the housing needs assessment amendments, including the proposed reforms to minimum lot sizes.",b,I'm the executive director of Lawrenceville United.,We're a membership organization of over 900 Lawrenceville residents And our mission is to improve and protect the quality of life for all Lawrenceville residents.,"This specific amendment is a common sense solution to allowing more housing types in more neighborhoods, especially those that are more affordable, more modestly sized and look more like the ones around them.",Lawrenceville is proudly on the National Registry of Historic Places.
"This specific amendment is a common sense solution to allowing more housing types in more neighborhoods, especially those that are more affordable, more modestly sized and look more like the ones around them.",i,We're a membership organization of over 900 Lawrenceville residents And our mission is to improve and protect the quality of life for all Lawrenceville residents.,"Our organization supports the entire zoning package under the implementing the housing needs assessment amendments, including the proposed reforms to minimum lot sizes.",Lawrenceville is proudly on the National Registry of Historic Places.,Yet our zoning code today doesn't allow many of the homes that make up that historic designation to be built.
Lawrenceville is proudly on the National Registry of Historic Places.,b,"Our organization supports the entire zoning package under the implementing the housing needs assessment amendments, including the proposed reforms to minimum lot sizes.","This specific amendment is a common sense solution to allowing more housing types in more neighborhoods, especially those that are more affordable, more modestly sized and look more like the ones around them.",Yet our zoning code today doesn't allow many of the homes that make up that historic designation to be built.,"Over my life, I myself have lived in six pretty standard old row homes in Lawrenceville, And half of them don't meet our current minimum lot size requirements."
Yet our zoning code today doesn't allow many of the homes that make up that historic designation to be built.,i,"This specific amendment is a common sense solution to allowing more housing types in more neighborhoods, especially those that are more affordable, more modestly sized and look more like the ones around them.",Lawrenceville is proudly on the National Registry of Historic Places.,"Over my life, I myself have lived in six pretty standard old row homes in Lawrenceville, And half of them don't meet our current minimum lot size requirements.","Had our current zoning code been followed, I or someone else may not have had the chance to live in Lawrenceville."
"Over my life, I myself have lived in six pretty standard old row homes in Lawrenceville, And half of them don't meet our current minimum lot size requirements.",i,Lawrenceville is proudly on the National Registry of Historic Places.,Yet our zoning code today doesn't allow many of the homes that make up that historic designation to be built.,"Had our current zoning code been followed, I or someone else may not have had the chance to live in Lawrenceville.","Most importantly, the proposed minimum lot size reform would also help with our affordability challenges."
"Had our current zoning code been followed, I or someone else may not have had the chance to live in Lawrenceville.",i,Yet our zoning code today doesn't allow many of the homes that make up that historic designation to be built.,"Over my life, I myself have lived in six pretty standard old row homes in Lawrenceville, And half of them don't meet our current minimum lot size requirements.","Most importantly, the proposed minimum lot size reform would also help with our affordability challenges.","Almost all of the affordable community land trust homes built in Lawrenceville have needed variances for minimum lot size, despite being really thoughtfully deserved, And the reason for that is because of the housing design."
"Most importantly, the proposed minimum lot size reform would also help with our affordability challenges.",i,"Over my life, I myself have lived in six pretty standard old row homes in Lawrenceville, And half of them don't meet our current minimum lot size requirements.","Had our current zoning code been followed, I or someone else may not have had the chance to live in Lawrenceville.","Almost all of the affordable community land trust homes built in Lawrenceville have needed variances for minimum lot size, despite being really thoughtfully deserved, And the reason for that is because of the housing design.","These trips to the zoning board create uncertainty and higher costs for the community land trust, which are already very difficult to pull off, and when we need so many more home ownership opportunities for working class families in our neighborhood."
"Almost all of the affordable community land trust homes built in Lawrenceville have needed variances for minimum lot size, despite being really thoughtfully deserved, And the reason for that is because of the housing design.",i,"Had our current zoning code been followed, I or someone else may not have had the chance to live in Lawrenceville.","Most importantly, the proposed minimum lot size reform would also help with our affordability challenges.","These trips to the zoning board create uncertainty and higher costs for the community land trust, which are already very difficult to pull off, and when we need so many more home ownership opportunities for working class families in our neighborhood.","As another concrete example, in September we had a developer reach out to us about a vacant parcel stretching from one of our streets to our alleyways."
"These trips to the zoning board create uncertainty and higher costs for the community land trust, which are already very difficult to pull off, and when we need so many more home ownership opportunities for working class families in our neighborhood.",i,"Most importantly, the proposed minimum lot size reform would also help with our affordability challenges.","Almost all of the affordable community land trust homes built in Lawrenceville have needed variances for minimum lot size, despite being really thoughtfully deserved, And the reason for that is because of the housing design.","As another concrete example, in September we had a developer reach out to us about a vacant parcel stretching from one of our streets to our alleyways.","Rather than building one larger luxury home on the streetfront, they offered to subdivide and build two more modestly sized units: one on the street, one on the alleyway, which already has a lot of housing on it."
"As another concrete example, in September we had a developer reach out to us about a vacant parcel stretching from one of our streets to our alleyways.",i,"Almost all of the affordable community land trust homes built in Lawrenceville have needed variances for minimum lot size, despite being really thoughtfully deserved, And the reason for that is because of the housing design.","These trips to the zoning board create uncertainty and higher costs for the community land trust, which are already very difficult to pull off, and when we need so many more home ownership opportunities for working class families in our neighborhood.","Rather than building one larger luxury home on the streetfront, they offered to subdivide and build two more modestly sized units: one on the street, one on the alleyway, which already has a lot of housing on it.",Building two units would offer a lot of benefits.
"Rather than building one larger luxury home on the streetfront, they offered to subdivide and build two more modestly sized units: one on the street, one on the alleyway, which already has a lot of housing on it.",i,"These trips to the zoning board create uncertainty and higher costs for the community land trust, which are already very difficult to pull off, and when we need so many more home ownership opportunities for working class families in our neighborhood.","As another concrete example, in September we had a developer reach out to us about a vacant parcel stretching from one of our streets to our alleyways.",Building two units would offer a lot of benefits.,The home would be more affordable and the housing would be more affordable.
Building two units would offer a lot of benefits.,i,"As another concrete example, in September we had a developer reach out to us about a vacant parcel stretching from one of our streets to our alleyways.","Rather than building one larger luxury home on the streetfront, they offered to subdivide and build two more modestly sized units: one on the street, one on the alleyway, which already has a lot of housing on it.",The home would be more affordable and the housing would be more affordable.,The homes would each be significantly more affordable while still increasing the tax revenue for the city.
The home would be more affordable and the housing would be more affordable.,i,"Rather than building one larger luxury home on the streetfront, they offered to subdivide and build two more modestly sized units: one on the street, one on the alleyway, which already has a lot of housing on it.",Building two units would offer a lot of benefits.,The homes would each be significantly more affordable while still increasing the tax revenue for the city.,more than just one expensive home.
The homes would each be significantly more affordable while still increasing the tax revenue for the city.,i,Building two units would offer a lot of benefits.,The home would be more affordable and the housing would be more affordable.,more than just one expensive home.,"The homes would be more climate friendly and look more like the housing around them, and we would get more neighbors to help care for the park across the street, support our local business district, use our bus system and hopefully become members of Lawrenceville United."
more than just one expensive home.,i,The home would be more affordable and the housing would be more affordable.,The homes would each be significantly more affordable while still increasing the tax revenue for the city.,"The homes would be more climate friendly and look more like the housing around them, and we would get more neighbors to help care for the park across the street, support our local business district, use our bus system and hopefully become members of Lawrenceville United.","While the benefits to everyone are better with two units, our zoning code currently prohibits it, which speaks to why this minimum lot size reform is necessary, so I commend Councilmember Warwick and everyone else who worked on this ordinance."
"The homes would be more climate friendly and look more like the housing around them, and we would get more neighbors to help care for the park across the street, support our local business district, use our bus system and hopefully become members of Lawrenceville United.",i,The homes would each be significantly more affordable while still increasing the tax revenue for the city.,more than just one expensive home.,"While the benefits to everyone are better with two units, our zoning code currently prohibits it, which speaks to why this minimum lot size reform is necessary, so I commend Councilmember Warwick and everyone else who worked on this ordinance.",I also want to thank the City of Lawrenceville for the support they've given us.
"While the benefits to everyone are better with two units, our zoning code currently prohibits it, which speaks to why this minimum lot size reform is necessary, so I commend Councilmember Warwick and everyone else who worked on this ordinance.",i,more than just one expensive home.,"The homes would be more climate friendly and look more like the housing around them, and we would get more neighbors to help care for the park across the street, support our local business district, use our bus system and hopefully become members of Lawrenceville United.",I also want to thank the City of Lawrenceville for the support they've given us.,Thank you All.
I also want to thank the City of Lawrenceville for the support they've given us.,i,"The homes would be more climate friendly and look more like the housing around them, and we would get more neighbors to help care for the park across the street, support our local business district, use our bus system and hopefully become members of Lawrenceville United.","While the benefits to everyone are better with two units, our zoning code currently prohibits it, which speaks to why this minimum lot size reform is necessary, so I commend Councilmember Warwick and everyone else who worked on this ordinance.",Thank you All.,"this said, as a member of the Forging PGH Working Group under Mayor Peduto that spent a lot of time supporting the updated Housing Needs Assessment across two administrations, I want to stress that this entire zoning package is critically important and City Council should follow the advice of the Forging PGH Working Group, the Housing Needs Assessment, the Planning Commission, as well as the hundreds of people who participated in the 11-hour hearing, and carefully consider, but expeditiously move the entire package forward together, including with citywide inclusionary zoning."
Thank you All.,i,"While the benefits to everyone are better with two units, our zoning code currently prohibits it, which speaks to why this minimum lot size reform is necessary, so I commend Councilmember Warwick and everyone else who worked on this ordinance.",I also want to thank the City of Lawrenceville for the support they've given us.,"this said, as a member of the Forging PGH Working Group under Mayor Peduto that spent a lot of time supporting the updated Housing Needs Assessment across two administrations, I want to stress that this entire zoning package is critically important and City Council should follow the advice of the Forging PGH Working Group, the Housing Needs Assessment, the Planning Commission, as well as the hundreds of people who participated in the 11-hour hearing, and carefully consider, but expeditiously move the entire package forward together, including with citywide inclusionary zoning.",These recommendations started under the previous mayor.
"this said, as a member of the Forging PGH Working Group under Mayor Peduto that spent a lot of time supporting the updated Housing Needs Assessment across two administrations, I want to stress that this entire zoning package is critically important and City Council should follow the advice of the Forging PGH Working Group, the Housing Needs Assessment, the Planning Commission, as well as the hundreds of people who participated in the 11-hour hearing, and carefully consider, but expeditiously move the entire package forward together, including with citywide inclusionary zoning.",b,I also want to thank the City of Lawrenceville for the support they've given us.,Thank you All.,These recommendations started under the previous mayor.,Citywide IZ was recommended by the Affordable Housing Task Force that City Council commissioned almost a decade ago.
These recommendations started under the previous mayor.,i,Thank you All.,"this said, as a member of the Forging PGH Working Group under Mayor Peduto that spent a lot of time supporting the updated Housing Needs Assessment across two administrations, I want to stress that this entire zoning package is critically important and City Council should follow the advice of the Forging PGH Working Group, the Housing Needs Assessment, the Planning Commission, as well as the hundreds of people who participated in the 11-hour hearing, and carefully consider, but expeditiously move the entire package forward together, including with citywide inclusionary zoning.",Citywide IZ was recommended by the Affordable Housing Task Force that City Council commissioned almost a decade ago.,Specific legislation from this package has been publicly available for the better part of a year and was overwhelmingly recommended by Planning Commission three months ago.
Citywide IZ was recommended by the Affordable Housing Task Force that City Council commissioned almost a decade ago.,i,"this said, as a member of the Forging PGH Working Group under Mayor Peduto that spent a lot of time supporting the updated Housing Needs Assessment across two administrations, I want to stress that this entire zoning package is critically important and City Council should follow the advice of the Forging PGH Working Group, the Housing Needs Assessment, the Planning Commission, as well as the hundreds of people who participated in the 11-hour hearing, and carefully consider, but expeditiously move the entire package forward together, including with citywide inclusionary zoning.",These recommendations started under the previous mayor.,Specific legislation from this package has been publicly available for the better part of a year and was overwhelmingly recommended by Planning Commission three months ago.,"Zoning is always going to be controversial and difficult, but we need to act."
Specific legislation from this package has been publicly available for the better part of a year and was overwhelmingly recommended by Planning Commission three months ago.,i,These recommendations started under the previous mayor.,Citywide IZ was recommended by the Affordable Housing Task Force that City Council commissioned almost a decade ago.,"Zoning is always going to be controversial and difficult, but we need to act.","We have a housing crisis and we need comprehensive solutions to allow more housing, increase our tax base and provide housing opportunities for everyone in each of our 90 neighborhoods."
"Zoning is always going to be controversial and difficult, but we need to act.",i,Citywide IZ was recommended by the Affordable Housing Task Force that City Council commissioned almost a decade ago.,Specific legislation from this package has been publicly available for the better part of a year and was overwhelmingly recommended by Planning Commission three months ago.,"We have a housing crisis and we need comprehensive solutions to allow more housing, increase our tax base and provide housing opportunities for everyone in each of our 90 neighborhoods.",So please don't delay forward.
"We have a housing crisis and we need comprehensive solutions to allow more housing, increase our tax base and provide housing opportunities for everyone in each of our 90 neighborhoods.",i,Specific legislation from this package has been publicly available for the better part of a year and was overwhelmingly recommended by Planning Commission three months ago.,"Zoning is always going to be controversial and difficult, but we need to act.",So please don't delay forward.,"Thank you, Thank you, Councilmember."
So please don't delay forward.,i,"Zoning is always going to be controversial and difficult, but we need to act.","We have a housing crisis and we need comprehensive solutions to allow more housing, increase our tax base and provide housing opportunities for everyone in each of our 90 neighborhoods.","Thank you, Thank you, Councilmember.","Thank you, Councilmember."
