sentence,classification,prev2,prev1,next1,next2
I Agree and you're absolutely right.,i,"This probably isn't a, you know, great process for the scale of the project, for the individual in their capacity.","and To your points about improving the process, I think we've already done a lot to improve the process and make the public options available through the land bank And you know that's a credit to City Council as well.",This really belongs in the land bank.,I feel right.
This really belongs in the land bank.,i,"and To your points about improving the process, I think we've already done a lot to improve the process and make the public options available through the land bank And you know that's a credit to City Council as well.",I Agree and you're absolutely right.,I feel right.,"I mean, this is what we kind of created the land bank for."
I feel right.,i,I Agree and you're absolutely right.,This really belongs in the land bank.,"I mean, this is what we kind of created the land bank for.","this still, like you said, started before, So wasn't could even be part of that process."
"I mean, this is what we kind of created the land bank for.",i,This really belongs in the land bank.,I feel right.,"this still, like you said, started before, So wasn't could even be part of that process.","I guess could this sale of this property go to the land bank now, if I Mean- I Don't necessarily know the legality of it- We recent, if we it wouldn't solve, to answer your question, Most simply wouldn't solve the question at hand, which is that the legislation on the table right now does seek to refund the hand money, Which we'd like to see amended."
"this still, like you said, started before, So wasn't could even be part of that process.",i,I feel right.,"I mean, this is what we kind of created the land bank for.","I guess could this sale of this property go to the land bank now, if I Mean- I Don't necessarily know the legality of it- We recent, if we it wouldn't solve, to answer your question, Most simply wouldn't solve the question at hand, which is that the legislation on the table right now does seek to refund the hand money, Which we'd like to see amended.",I think we would still like to see that part of the bill struck.
"I guess could this sale of this property go to the land bank now, if I Mean- I Don't necessarily know the legality of it- We recent, if we it wouldn't solve, to answer your question, Most simply wouldn't solve the question at hand, which is that the legislation on the table right now does seek to refund the hand money, Which we'd like to see amended.",i,"I mean, this is what we kind of created the land bank for.","this still, like you said, started before, So wasn't could even be part of that process.",I think we would still like to see that part of the bill struck.,"and then whether or not it makes sense To move forward with a land bank transaction is a question beyond you know, the, the director and myself."
I think we would still like to see that part of the bill struck.,i,"this still, like you said, started before, So wasn't could even be part of that process.","I guess could this sale of this property go to the land bank now, if I Mean- I Don't necessarily know the legality of it- We recent, if we it wouldn't solve, to answer your question, Most simply wouldn't solve the question at hand, which is that the legislation on the table right now does seek to refund the hand money, Which we'd like to see amended.","and then whether or not it makes sense To move forward with a land bank transaction is a question beyond you know, the, the director and myself.","it would have to involve You know land bank staff and other individuals talking to the interested party here and trying to figure that out, But I do think it's a potential solution for sure."
"and then whether or not it makes sense To move forward with a land bank transaction is a question beyond you know, the, the director and myself.",i,"I guess could this sale of this property go to the land bank now, if I Mean- I Don't necessarily know the legality of it- We recent, if we it wouldn't solve, to answer your question, Most simply wouldn't solve the question at hand, which is that the legislation on the table right now does seek to refund the hand money, Which we'd like to see amended.",I think we would still like to see that part of the bill struck.,"it would have to involve You know land bank staff and other individuals talking to the interested party here and trying to figure that out, But I do think it's a potential solution for sure.","Right, Is there a Director?"
"it would have to involve You know land bank staff and other individuals talking to the interested party here and trying to figure that out, But I do think it's a potential solution for sure.",i,I think we would still like to see that part of the bill struck.,"and then whether or not it makes sense To move forward with a land bank transaction is a question beyond you know, the, the director and myself.","Right, Is there a Director?","is there a record of others asking for their money back, or is that something that doesn't commonly happen, or is it?"
"Right, Is there a Director?",b,"and then whether or not it makes sense To move forward with a land bank transaction is a question beyond you know, the, the director and myself.","it would have to involve You know land bank staff and other individuals talking to the interested party here and trying to figure that out, But I do think it's a potential solution for sure.","is there a record of others asking for their money back, or is that something that doesn't commonly happen, or is it?","there are some occasions where people do ask some situation like The buildings, like not what I mean."
"is there a record of others asking for their money back, or is that something that doesn't commonly happen, or is it?",i,"it would have to involve You know land bank staff and other individuals talking to the interested party here and trying to figure that out, But I do think it's a potential solution for sure.","Right, Is there a Director?","there are some occasions where people do ask some situation like The buildings, like not what I mean.","you know various situations And we've denied every single time: Okay, Well, that's, that's Even in the man."
"there are some occasions where people do ask some situation like The buildings, like not what I mean.",i,"Right, Is there a Director?","is there a record of others asking for their money back, or is that something that doesn't commonly happen, or is it?","you know various situations And we've denied every single time: Okay, Well, that's, that's Even in the man.","someone did take us to the magistrate over it and they held our contract, got it."
"you know various situations And we've denied every single time: Okay, Well, that's, that's Even in the man.",i,"is there a record of others asking for their money back, or is that something that doesn't commonly happen, or is it?","there are some occasions where people do ask some situation like The buildings, like not what I mean.","someone did take us to the magistrate over it and they held our contract, got it.","Yeah, I understood, understood, And again, I'm not really trying to."
"someone did take us to the magistrate over it and they held our contract, got it.",i,"there are some occasions where people do ask some situation like The buildings, like not what I mean.","you know various situations And we've denied every single time: Okay, Well, that's, that's Even in the man.","Yeah, I understood, understood, And again, I'm not really trying to.","I don't want to city to do something It's not comfortable with in a legal way, honestly."
"Yeah, I understood, understood, And again, I'm not really trying to.",i,"you know various situations And we've denied every single time: Okay, Well, that's, that's Even in the man.","someone did take us to the magistrate over it and they held our contract, got it.","I don't want to city to do something It's not comfortable with in a legal way, honestly.","so I'm gonna vote for it Anyway today, just out of principle."
"I don't want to city to do something It's not comfortable with in a legal way, honestly.",i,"someone did take us to the magistrate over it and they held our contract, got it.","Yeah, I understood, understood, And again, I'm not really trying to.","so I'm gonna vote for it Anyway today, just out of principle.","but You know, I really Hope we could just dive right in and change how."
"so I'm gonna vote for it Anyway today, just out of principle.",i,"Yeah, I understood, understood, And again, I'm not really trying to.","I don't want to city to do something It's not comfortable with in a legal way, honestly.","but You know, I really Hope we could just dive right in and change how.","to be clear, We're not against the principle, We're just Against, I guess, a precedent that it could set in the future."
"but You know, I really Hope we could just dive right in and change how.",i,"I don't want to city to do something It's not comfortable with in a legal way, honestly.","so I'm gonna vote for it Anyway today, just out of principle.","to be clear, We're not against the principle, We're just Against, I guess, a precedent that it could set in the future.","I believe that could bankrupt that trust fund and you should be, yeah, and you should be honestly so."
"to be clear, We're not against the principle, We're just Against, I guess, a precedent that it could set in the future.",i,"so I'm gonna vote for it Anyway today, just out of principle.","but You know, I really Hope we could just dive right in and change how.","I believe that could bankrupt that trust fund and you should be, yeah, and you should be honestly so.","you know again, I'm not casting fault or blame, I'm just saying when we take hand money on a piece of property, It should be at least in as good as shape as when we took that hand money."
"I believe that could bankrupt that trust fund and you should be, yeah, and you should be honestly so.",i,"but You know, I really Hope we could just dive right in and change how.","to be clear, We're not against the principle, We're just Against, I guess, a precedent that it could set in the future.","you know again, I'm not casting fault or blame, I'm just saying when we take hand money on a piece of property, It should be at least in as good as shape as when we took that hand money.",But let's be clear.
"you know again, I'm not casting fault or blame, I'm just saying when we take hand money on a piece of property, It should be at least in as good as shape as when we took that hand money.",i,"to be clear, We're not against the principle, We're just Against, I guess, a precedent that it could set in the future.","I believe that could bankrupt that trust fund and you should be, yeah, and you should be honestly so.",But let's be clear.,this first point is: I'm gonna leave these times easy.
But let's be clear.,i,"I believe that could bankrupt that trust fund and you should be, yeah, and you should be honestly so.","you know again, I'm not casting fault or blame, I'm just saying when we take hand money on a piece of property, It should be at least in as good as shape as when we took that hand money.",this first point is: I'm gonna leave these times easy.,I think that is.
this first point is: I'm gonna leave these times easy.,b,"you know again, I'm not casting fault or blame, I'm just saying when we take hand money on a piece of property, It should be at least in as good as shape as when we took that hand money.",But let's be clear.,I think that is.,I would agree fully.
I think that is.,i,But let's be clear.,this first point is: I'm gonna leave these times easy.,I would agree fully.,So you give me your take on this Question.
I would agree fully.,i,this first point is: I'm gonna leave these times easy.,I think that is.,So you give me your take on this Question.,"first, Yes, you can probably see."
So you give me your take on this Question.,i,I think that is.,I would agree fully.,"first, Yes, you can probably see.",I thinkidades in a delay.
"first, Yes, you can probably see.",i,I would agree fully.,So you give me your take on this Question.,I thinkidades in a delay.,I haven't actually read it.
I thinkidades in a delay.,i,So you give me your take on this Question.,"first, Yes, you can probably see.",I haven't actually read it.,I'm gonna period.
I haven't actually read it.,i,"first, Yes, you can probably see.",I thinkidades in a delay.,I'm gonna period.,Second question: definitely Ask: What is this difficult right here?
I'm gonna period.,i,I thinkidades in a delay.,I haven't actually read it.,Second question: definitely Ask: What is this difficult right here?,It's just this: this Consumption of money is absolutely Right.
Second question: definitely Ask: What is this difficult right here?,b,I haven't actually read it.,I'm gonna period.,It's just this: this Consumption of money is absolutely Right.,I'd go this way.
It's just this: this Consumption of money is absolutely Right.,i,I'm gonna period.,Second question: definitely Ask: What is this difficult right here?,I'd go this way.,So two families have iso.
I'd go this way.,i,Second question: definitely Ask: What is this difficult right here?,It's just this: this Consumption of money is absolutely Right.,So two families have iso.,The simplest solution here is shortening the amount of time that the sales process takes that way.
So two families have iso.,i,It's just this: this Consumption of money is absolutely Right.,I'd go this way.,The simplest solution here is shortening the amount of time that the sales process takes that way.,I agree with you in principle.
The simplest solution here is shortening the amount of time that the sales process takes that way.,i,I'd go this way.,So two families have iso.,I agree with you in principle.,"Our goal should be, when somebody enters an agreement of sale for a property, that we should be moving as quickly to get that out of the public hands and into their hands so that what they've agreed to buy is in a substantially similar state and that they're able to get moving as quickly as possible."
I agree with you in principle.,i,So two families have iso.,The simplest solution here is shortening the amount of time that the sales process takes that way.,"Our goal should be, when somebody enters an agreement of sale for a property, that we should be moving as quickly to get that out of the public hands and into their hands so that what they've agreed to buy is in a substantially similar state and that they're able to get moving as quickly as possible.","I think that benefits the individual, it benefits the neighborhood and the residents surrounding that property and, ultimately, is a fiscally responsible decision for the city, which is again why I will keep emphasizing the use of the land bank as a tool."
"Our goal should be, when somebody enters an agreement of sale for a property, that we should be moving as quickly to get that out of the public hands and into their hands so that what they've agreed to buy is in a substantially similar state and that they're able to get moving as quickly as possible.",i,The simplest solution here is shortening the amount of time that the sales process takes that way.,I agree with you in principle.,"I think that benefits the individual, it benefits the neighborhood and the residents surrounding that property and, ultimately, is a fiscally responsible decision for the city, which is again why I will keep emphasizing the use of the land bank as a tool.",I think some of those other solutions you're bringing up may have been worth exploring.
"I think that benefits the individual, it benefits the neighborhood and the residents surrounding that property and, ultimately, is a fiscally responsible decision for the city, which is again why I will keep emphasizing the use of the land bank as a tool.",i,I agree with you in principle.,"Our goal should be, when somebody enters an agreement of sale for a property, that we should be moving as quickly to get that out of the public hands and into their hands so that what they've agreed to buy is in a substantially similar state and that they're able to get moving as quickly as possible.",I think some of those other solutions you're bringing up may have been worth exploring.,"if something like the land bank— I got you- If we didn't have the land bank, the land bank wasn't up and running."
I think some of those other solutions you're bringing up may have been worth exploring.,i,"Our goal should be, when somebody enters an agreement of sale for a property, that we should be moving as quickly to get that out of the public hands and into their hands so that what they've agreed to buy is in a substantially similar state and that they're able to get moving as quickly as possible.","I think that benefits the individual, it benefits the neighborhood and the residents surrounding that property and, ultimately, is a fiscally responsible decision for the city, which is again why I will keep emphasizing the use of the land bank as a tool.","if something like the land bank— I got you- If we didn't have the land bank, the land bank wasn't up and running.","You're not saying more Honestly, you're right on."
"if something like the land bank— I got you- If we didn't have the land bank, the land bank wasn't up and running.",i,"I think that benefits the individual, it benefits the neighborhood and the residents surrounding that property and, ultimately, is a fiscally responsible decision for the city, which is again why I will keep emphasizing the use of the land bank as a tool.",I think some of those other solutions you're bringing up may have been worth exploring.,"You're not saying more Honestly, you're right on.",You really are.
"You're not saying more Honestly, you're right on.",i,I think some of those other solutions you're bringing up may have been worth exploring.,"if something like the land bank— I got you- If we didn't have the land bank, the land bank wasn't up and running.",You really are.,This is an unfortunate situation.
You really are.,i,"if something like the land bank— I got you- If we didn't have the land bank, the land bank wasn't up and running.","You're not saying more Honestly, you're right on.",This is an unfortunate situation.,I'm really just trying to—the person.
This is an unfortunate situation.,i,"You're not saying more Honestly, you're right on.",You really are.,I'm really just trying to—the person.,"I'm sure this money means a lot to them, and probably the difference of them securing a home or not."
I'm really just trying to—the person.,i,You really are.,This is an unfortunate situation.,"I'm sure this money means a lot to them, and probably the difference of them securing a home or not.",I want people to be encouraged to use the city process to buy these homes.
"I'm sure this money means a lot to them, and probably the difference of them securing a home or not.",i,This is an unfortunate situation.,I'm really just trying to—the person.,I want people to be encouraged to use the city process to buy these homes.,I guess it's hard for me to speak up because I have no clue as to what the rest of the inventory looks like.
I want people to be encouraged to use the city process to buy these homes.,i,I'm really just trying to—the person.,"I'm sure this money means a lot to them, and probably the difference of them securing a home or not.",I guess it's hard for me to speak up because I have no clue as to what the rest of the inventory looks like.,Is it buyable?
I guess it's hard for me to speak up because I have no clue as to what the rest of the inventory looks like.,i,"I'm sure this money means a lot to them, and probably the difference of them securing a home or not.",I want people to be encouraged to use the city process to buy these homes.,Is it buyable?,Is it movable?
Is it buyable?,i,I want people to be encouraged to use the city process to buy these homes.,I guess it's hard for me to speak up because I have no clue as to what the rest of the inventory looks like.,Is it movable?,"How much money do you have to put into a certain property, But this certain property, if this council doesn't approve this money back."
Is it movable?,i,I guess it's hard for me to speak up because I have no clue as to what the rest of the inventory looks like.,Is it buyable?,"How much money do you have to put into a certain property, But this certain property, if this council doesn't approve this money back.",I don't think this candidate or this person has the resources.
"How much money do you have to put into a certain property, But this certain property, if this council doesn't approve this money back.",i,Is it buyable?,Is it movable?,I don't think this candidate or this person has the resources.,It's going to be a quarter million dollars to bring this place up to speed.
I don't think this candidate or this person has the resources.,i,Is it movable?,"How much money do you have to put into a certain property, But this certain property, if this council doesn't approve this money back.",It's going to be a quarter million dollars to bring this place up to speed.,I will tell you That's what I'm thinking about.
It's going to be a quarter million dollars to bring this place up to speed.,i,"How much money do you have to put into a certain property, But this certain property, if this council doesn't approve this money back.",I don't think this candidate or this person has the resources.,I will tell you That's what I'm thinking about.,That's conservative.
I will tell you That's what I'm thinking about.,i,I don't think this candidate or this person has the resources.,It's going to be a quarter million dollars to bring this place up to speed.,That's conservative.,I mean everything right From the top to the bottom.
That's conservative.,i,It's going to be a quarter million dollars to bring this place up to speed.,I will tell you That's what I'm thinking about.,I mean everything right From the top to the bottom.,Maybe the frame- Hopefully parts of the frame- are good.
I mean everything right From the top to the bottom.,i,I will tell you That's what I'm thinking about.,That's conservative.,Maybe the frame- Hopefully parts of the frame- are good.,"So, again, it was really the wrong customer for the wrong house and that's probably not our fault, honestly."
Maybe the frame- Hopefully parts of the frame- are good.,i,That's conservative.,I mean everything right From the top to the bottom.,"So, again, it was really the wrong customer for the wrong house and that's probably not our fault, honestly.","That's all for now, Thank you."
"So, again, it was really the wrong customer for the wrong house and that's probably not our fault, honestly.",i,I mean everything right From the top to the bottom.,Maybe the frame- Hopefully parts of the frame- are good.,"That's all for now, Thank you.",Thank you for your time.
"That's all for now, Thank you.",b,Maybe the frame- Hopefully parts of the frame- are good.,"So, again, it was really the wrong customer for the wrong house and that's probably not our fault, honestly.",Thank you for your time.,I think it's time for me.
Thank you for your time.,i,"So, again, it was really the wrong customer for the wrong house and that's probably not our fault, honestly.","That's all for now, Thank you.",I think it's time for me.,"I guess I'll open up to other council members, Appreciate you working with me on this and hopefully the land bank could settle all this stuff for us in the future."
I think it's time for me.,i,"That's all for now, Thank you.",Thank you for your time.,"I guess I'll open up to other council members, Appreciate you working with me on this and hopefully the land bank could settle all this stuff for us in the future.","So thank you, Madam Chair."
"I guess I'll open up to other council members, Appreciate you working with me on this and hopefully the land bank could settle all this stuff for us in the future.",b,Thank you for your time.,I think it's time for me.,"So thank you, Madam Chair.","Thank you, Sorry it takes so long."
"So thank you, Madam Chair.",i,I think it's time for me.,"I guess I'll open up to other council members, Appreciate you working with me on this and hopefully the land bank could settle all this stuff for us in the future.","Thank you, Sorry it takes so long.","No, that's okay."
"Thank you, Sorry it takes so long.",i,"I guess I'll open up to other council members, Appreciate you working with me on this and hopefully the land bank could settle all this stuff for us in the future.","So thank you, Madam Chair.","No, that's okay.",We have a couple of other members who have indicated they'd like to speak: Council Member Warwick and then I know Councilwoman Gross online would like to speak.
"No, that's okay.",i,"So thank you, Madam Chair.","Thank you, Sorry it takes so long.",We have a couple of other members who have indicated they'd like to speak: Council Member Warwick and then I know Councilwoman Gross online would like to speak.,"Hey, thank you."
We have a couple of other members who have indicated they'd like to speak: Council Member Warwick and then I know Councilwoman Gross online would like to speak.,b,"Thank you, Sorry it takes so long.","No, that's okay.","Hey, thank you.","Just so I'm clear on Okay, Okay, Okay, Okay."
"Hey, thank you.",b,"No, that's okay.",We have a couple of other members who have indicated they'd like to speak: Council Member Warwick and then I know Councilwoman Gross online would like to speak.,"Just so I'm clear on Okay, Okay, Okay, Okay.",So we had someone who wanted to buy.
"Just so I'm clear on Okay, Okay, Okay, Okay.",i,We have a couple of other members who have indicated they'd like to speak: Council Member Warwick and then I know Councilwoman Gross online would like to speak.,"Hey, thank you.",So we had someone who wanted to buy.,This was a city-owned property- Someone who wanted to buy it.
So we had someone who wanted to buy.,b,"Hey, thank you.","Just so I'm clear on Okay, Okay, Okay, Okay.",This was a city-owned property- Someone who wanted to buy it.,How much was the for sale price?
This was a city-owned property- Someone who wanted to buy it.,i,"Just so I'm clear on Okay, Okay, Okay, Okay.",So we had someone who wanted to buy.,How much was the for sale price?,"40,000, Okay."
How much was the for sale price?,i,So we had someone who wanted to buy.,This was a city-owned property- Someone who wanted to buy it.,"40,000, Okay.","So they wanted to, So 40,000, and they put down 4,000, Like a 4,000 sort of hold."
"40,000, Okay.",i,This was a city-owned property- Someone who wanted to buy it.,How much was the for sale price?,"So they wanted to, So 40,000, and they put down 4,000, Like a 4,000 sort of hold.",What was this?
"So they wanted to, So 40,000, and they put down 4,000, Like a 4,000 sort of hold.",i,How much was the for sale price?,"40,000, Okay.",What was this?,"4,000, Okay, And they put down 4,000, Yeah, So they put down 4,000."
What was this?,i,"40,000, Okay.","So they wanted to, So 40,000, and they put down 4,000, Like a 4,000 sort of hold.","4,000, Okay, And they put down 4,000, Yeah, So they put down 4,000.","And they put down 2,000, Yeah, 2,000, So, 2,000, Okay, So every time they'd like to, So we have a chance to go inside and check it out and all of that Yep At the beginning."
"4,000, Okay, And they put down 4,000, Yeah, So they put down 4,000.",i,"So they wanted to, So 40,000, and they put down 4,000, Like a 4,000 sort of hold.",What was this?,"And they put down 2,000, Yeah, 2,000, So, 2,000, Okay, So every time they'd like to, So we have a chance to go inside and check it out and all of that Yep At the beginning.","And was there some kind of like report, Like you know, state of the property report or something like that?"
"And they put down 2,000, Yeah, 2,000, So, 2,000, Okay, So every time they'd like to, So we have a chance to go inside and check it out and all of that Yep At the beginning.",i,What was this?,"4,000, Okay, And they put down 4,000, Yeah, So they put down 4,000.","And was there some kind of like report, Like you know, state of the property report or something like that?","We don't do that, but we will set up a."
"And was there some kind of like report, Like you know, state of the property report or something like that?",i,"4,000, Okay, And they put down 4,000, Yeah, So they put down 4,000.","And they put down 2,000, Yeah, 2,000, So, 2,000, Okay, So every time they'd like to, So we have a chance to go inside and check it out and all of that Yep At the beginning.","We don't do that, but we will set up a.","Okay, If they wanted to go in and view the property, they could bring whoever they'd like to go and view it with them and give opinions on how much things would cost and what repairs would be needed."
"We don't do that, but we will set up a.",i,"And they put down 2,000, Yeah, 2,000, So, 2,000, Okay, So every time they'd like to, So we have a chance to go inside and check it out and all of that Yep At the beginning.","And was there some kind of like report, Like you know, state of the property report or something like that?","Okay, If they wanted to go in and view the property, they could bring whoever they'd like to go and view it with them and give opinions on how much things would cost and what repairs would be needed.",They could bring whoever they wanted to.
"Okay, If they wanted to go in and view the property, they could bring whoever they'd like to go and view it with them and give opinions on how much things would cost and what repairs would be needed.",i,"And was there some kind of like report, Like you know, state of the property report or something like that?","We don't do that, but we will set up a.",They could bring whoever they wanted to.,"Okay, So they could anybody."
They could bring whoever they wanted to.,i,"We don't do that, but we will set up a.","Okay, If they wanted to go in and view the property, they could bring whoever they'd like to go and view it with them and give opinions on how much things would cost and what repairs would be needed.","Okay, So they could anybody.","and then- that's part of the process- they could schedule a viewing with the staff and they'll take them out- Okay, to the property, open it up for them and they can go in and see- Okay, whatever they needed to see."
"Okay, So they could anybody.",i,"Okay, If they wanted to go in and view the property, they could bring whoever they'd like to go and view it with them and give opinions on how much things would cost and what repairs would be needed.",They could bring whoever they wanted to.,"and then- that's part of the process- they could schedule a viewing with the staff and they'll take them out- Okay, to the property, open it up for them and they can go in and see- Okay, whatever they needed to see.","and take any contractors- Okay, I wanted to with them."
"and then- that's part of the process- they could schedule a viewing with the staff and they'll take them out- Okay, to the property, open it up for them and they can go in and see- Okay, whatever they needed to see.",i,They could bring whoever they wanted to.,"Okay, So they could anybody.","and take any contractors- Okay, I wanted to with them.",and do we have someone there?
"and take any contractors- Okay, I wanted to with them.",i,"Okay, So they could anybody.","and then- that's part of the process- they could schedule a viewing with the staff and they'll take them out- Okay, to the property, open it up for them and they can go in and see- Okay, whatever they needed to see.",and do we have someone there?,"like, if they want to do that, Do we have someone there?"
and do we have someone there?,i,"and then- that's part of the process- they could schedule a viewing with the staff and they'll take them out- Okay, to the property, open it up for them and they can go in and see- Okay, whatever they needed to see.","and take any contractors- Okay, I wanted to with them.","like, if they want to do that, Do we have someone there?",they set up an appointment and my staff go out with them.
"like, if they want to do that, Do we have someone there?",i,"and take any contractors- Okay, I wanted to with them.",and do we have someone there?,they set up an appointment and my staff go out with them.,"Mm-hmm, They coordinate ahead of time."
they set up an appointment and my staff go out with them.,i,and do we have someone there?,"like, if they want to do that, Do we have someone there?","Mm-hmm, They coordinate ahead of time.",They set a date just like you would.
"Mm-hmm, They coordinate ahead of time.",i,"like, if they want to do that, Do we have someone there?",they set up an appointment and my staff go out with them.,They set a date just like you would.,"for you know, like a, I'm just a real estate agent, okay, open, not necessarily an open house where it's open and people come in and out, but they would schedule a viewing and After that they, if they decide to move forward, what they signed, some contract that says there's a proposal to purchase, Okay, that they sign it's a contract, and they put down their hand money, Okay, and then we send legislation to City Council- I think we actually have legislation on the books today with a List of properties that those are people that have applied, they've been approved as buyers."
They set a date just like you would.,i,they set up an appointment and my staff go out with them.,"Mm-hmm, They coordinate ahead of time.","for you know, like a, I'm just a real estate agent, okay, open, not necessarily an open house where it's open and people come in and out, but they would schedule a viewing and After that they, if they decide to move forward, what they signed, some contract that says there's a proposal to purchase, Okay, that they sign it's a contract, and they put down their hand money, Okay, and then we send legislation to City Council- I think we actually have legislation on the books today with a List of properties that those are people that have applied, they've been approved as buyers.",They put down their hand money and now we're presenting them to you to okay the sale those properties to these individuals.
"for you know, like a, I'm just a real estate agent, okay, open, not necessarily an open house where it's open and people come in and out, but they would schedule a viewing and After that they, if they decide to move forward, what they signed, some contract that says there's a proposal to purchase, Okay, that they sign it's a contract, and they put down their hand money, Okay, and then we send legislation to City Council- I think we actually have legislation on the books today with a List of properties that those are people that have applied, they've been approved as buyers.",i,"Mm-hmm, They coordinate ahead of time.",They set a date just like you would.,They put down their hand money and now we're presenting them to you to okay the sale those properties to these individuals.,"okay, so, and in that contract does it say anything about, like, You're compelled to to go through with this?"
They put down their hand money and now we're presenting them to you to okay the sale those properties to these individuals.,i,They set a date just like you would.,"for you know, like a, I'm just a real estate agent, okay, open, not necessarily an open house where it's open and people come in and out, but they would schedule a viewing and After that they, if they decide to move forward, what they signed, some contract that says there's a proposal to purchase, Okay, that they sign it's a contract, and they put down their hand money, Okay, and then we send legislation to City Council- I think we actually have legislation on the books today with a List of properties that those are people that have applied, they've been approved as buyers.","okay, so, and in that contract does it say anything about, like, You're compelled to to go through with this?","it, Regardless of what happens to the property between now and then?"
"okay, so, and in that contract does it say anything about, like, You're compelled to to go through with this?",i,"for you know, like a, I'm just a real estate agent, okay, open, not necessarily an open house where it's open and people come in and out, but they would schedule a viewing and After that they, if they decide to move forward, what they signed, some contract that says there's a proposal to purchase, Okay, that they sign it's a contract, and they put down their hand money, Okay, and then we send legislation to City Council- I think we actually have legislation on the books today with a List of properties that those are people that have applied, they've been approved as buyers.",They put down their hand money and now we're presenting them to you to okay the sale those properties to these individuals.,"it, Regardless of what happens to the property between now and then?","it does then okay, Okay, So."
"it, Regardless of what happens to the property between now and then?",i,They put down their hand money and now we're presenting them to you to okay the sale those properties to these individuals.,"okay, so, and in that contract does it say anything about, like, You're compelled to to go through with this?","it does then okay, Okay, So.","So we don't actually know, Sort of like, the state of the property."
"it does then okay, Okay, So.",i,"okay, so, and in that contract does it say anything about, like, You're compelled to to go through with this?","it, Regardless of what happens to the property between now and then?","So we don't actually know, Sort of like, the state of the property.","we don't have a record of the state of the property at the time that this initial exchange happened, Like whether there was a hole in the roof or whether now, so we, okay, Maybe that would be something to Even just like a, I mean if we're there anyway normally."
"So we don't actually know, Sort of like, the state of the property.",i,"it, Regardless of what happens to the property between now and then?","it does then okay, Okay, So.","we don't have a record of the state of the property at the time that this initial exchange happened, Like whether there was a hole in the roof or whether now, so we, okay, Maybe that would be something to Even just like a, I mean if we're there anyway normally.","so when we price a property, we look at comparable properties in the same area in order to determine a price."
"we don't have a record of the state of the property at the time that this initial exchange happened, Like whether there was a hole in the roof or whether now, so we, okay, Maybe that would be something to Even just like a, I mean if we're there anyway normally.",i,"it does then okay, Okay, So.","So we don't actually know, Sort of like, the state of the property.","so when we price a property, we look at comparable properties in the same area in order to determine a price.","normally, if the staff is aware of compromises like that, some especially something that's visible, like a hole in the roof that you could see from the street, those things would have been noted and taken into consideration at the time of the pricing."
"so when we price a property, we look at comparable properties in the same area in order to determine a price.",i,"So we don't actually know, Sort of like, the state of the property.","we don't have a record of the state of the property at the time that this initial exchange happened, Like whether there was a hole in the roof or whether now, so we, okay, Maybe that would be something to Even just like a, I mean if we're there anyway normally.","normally, if the staff is aware of compromises like that, some especially something that's visible, like a hole in the roof that you could see from the street, those things would have been noted and taken into consideration at the time of the pricing.","okay, okay."
"normally, if the staff is aware of compromises like that, some especially something that's visible, like a hole in the roof that you could see from the street, those things would have been noted and taken into consideration at the time of the pricing.",i,"we don't have a record of the state of the property at the time that this initial exchange happened, Like whether there was a hole in the roof or whether now, so we, okay, Maybe that would be something to Even just like a, I mean if we're there anyway normally.","so when we price a property, we look at comparable properties in the same area in order to determine a price.","okay, okay.","so i mean, do we acknowledge that the whole came over the course of the?"
"okay, okay.",i,"so when we price a property, we look at comparable properties in the same area in order to determine a price.","normally, if the staff is aware of compromises like that, some especially something that's visible, like a hole in the roof that you could see from the street, those things would have been noted and taken into consideration at the time of the pricing.","so i mean, do we acknowledge that the whole came over the course of the?","i would assume it would, would have come after, or else we probably would have noted that there was a hole in the room, there was a hole in the roof, okay and okay."
"so i mean, do we acknowledge that the whole came over the course of the?",i,"normally, if the staff is aware of compromises like that, some especially something that's visible, like a hole in the roof that you could see from the street, those things would have been noted and taken into consideration at the time of the pricing.","okay, okay.","i would assume it would, would have come after, or else we probably would have noted that there was a hole in the room, there was a hole in the roof, okay and okay.","so so the contract was signed, the they paid their four thousand dollars."
"i would assume it would, would have come after, or else we probably would have noted that there was a hole in the room, there was a hole in the roof, okay and okay.",i,"okay, okay.","so i mean, do we acknowledge that the whole came over the course of the?","so so the contract was signed, the they paid their four thousand dollars.","you know, they put down their four thousand dollars and then you said there was, we sent them something and then it took four months for them to send it back."
"so so the contract was signed, the they paid their four thousand dollars.",i,"so i mean, do we acknowledge that the whole came over the course of the?","i would assume it would, would have come after, or else we probably would have noted that there was a hole in the room, there was a hole in the roof, okay and okay.","you know, they put down their four thousand dollars and then you said there was, we sent them something and then it took four months for them to send it back.","so after we send the legislation to council and council approves the sale, usually send a letter okay, stating that council has approved your sale, the sale is ready to move forward."
"you know, they put down their four thousand dollars and then you said there was, we sent them something and then it took four months for them to send it back.",i,"i would assume it would, would have come after, or else we probably would have noted that there was a hole in the room, there was a hole in the roof, okay and okay.","so so the contract was signed, the they paid their four thousand dollars.","so after we send the legislation to council and council approves the sale, usually send a letter okay, stating that council has approved your sale, the sale is ready to move forward.","you need to secure a title report and i think we give them 60 days, okay, in order to they're they're responsible for getting one and submitting to us, okay, a title report."
