sentence,classification,prev2,prev1,next1,next2
"Saying that contracts that were awarded to two Black women led organizations that went through the legal, fully vetted RFP process were somehow not transparent or somehow sweetheart deals feeds into the anti-black, anti-inclusion and anti-DEI rhetoric that we are seeing all over the country.",i,"However, the implications that 30 years of purposeful neglect and disinvestment in Black communities is the fault or legacy of our first Black mayor is appalling.",Attacking the mayor's wife is appalling.,It's shameful and I am embarrassed and I feel the need to apologize on behalf of our entire city government.,"to be quite frank, But I do wanna say that, given this room, all of you, you all worked so hard, you all worked so hard for the betterment of your communities and I want you to know that Pittsburgh sees that, Despite of what's in the media, despite of nasty mailers like this."
It's shameful and I am embarrassed and I feel the need to apologize on behalf of our entire city government.,i,Attacking the mayor's wife is appalling.,"Saying that contracts that were awarded to two Black women led organizations that went through the legal, fully vetted RFP process were somehow not transparent or somehow sweetheart deals feeds into the anti-black, anti-inclusion and anti-DEI rhetoric that we are seeing all over the country.","to be quite frank, But I do wanna say that, given this room, all of you, you all worked so hard, you all worked so hard for the betterment of your communities and I want you to know that Pittsburgh sees that, Despite of what's in the media, despite of nasty mailers like this.",there are so many people around this city.
"to be quite frank, But I do wanna say that, given this room, all of you, you all worked so hard, you all worked so hard for the betterment of your communities and I want you to know that Pittsburgh sees that, Despite of what's in the media, despite of nasty mailers like this.",i,"Saying that contracts that were awarded to two Black women led organizations that went through the legal, fully vetted RFP process were somehow not transparent or somehow sweetheart deals feeds into the anti-black, anti-inclusion and anti-DEI rhetoric that we are seeing all over the country.",It's shameful and I am embarrassed and I feel the need to apologize on behalf of our entire city government.,there are so many people around this city.,"We see that we recognize that, And so I just wanna thank you all so much for being here today and for all the amazing work that you do."
there are so many people around this city.,i,It's shameful and I am embarrassed and I feel the need to apologize on behalf of our entire city government.,"to be quite frank, But I do wanna say that, given this room, all of you, you all worked so hard, you all worked so hard for the betterment of your communities and I want you to know that Pittsburgh sees that, Despite of what's in the media, despite of nasty mailers like this.","We see that we recognize that, And so I just wanna thank you all so much for being here today and for all the amazing work that you do.","thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for our chair, But I gotta tell you, councilwoman, as young folks would say, I felt that Thank you."
"We see that we recognize that, And so I just wanna thank you all so much for being here today and for all the amazing work that you do.",i,"to be quite frank, But I do wanna say that, given this room, all of you, you all worked so hard, you all worked so hard for the betterment of your communities and I want you to know that Pittsburgh sees that, Despite of what's in the media, despite of nasty mailers like this.",there are so many people around this city.,"thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for our chair, But I gotta tell you, councilwoman, as young folks would say, I felt that Thank you.",All.
"thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for our chair, But I gotta tell you, councilwoman, as young folks would say, I felt that Thank you.",i,there are so many people around this city.,"We see that we recognize that, And so I just wanna thank you all so much for being here today and for all the amazing work that you do.",All.,"right, we're gonna hold just our fist ball in here to show our determination for educating our children and volunteering, and we're just gonna say our cheer."
All.,b,"We see that we recognize that, And so I just wanna thank you all so much for being here today and for all the amazing work that you do.","thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for our chair, But I gotta tell you, councilwoman, as young folks would say, I felt that Thank you.","right, we're gonna hold just our fist ball in here to show our determination for educating our children and volunteering, and we're just gonna say our cheer.","When I say Pittsburgh, you say fathers, And each time you go louder, we do it three times: Pittsburgh Fathers, Pittsburgh Fathers, Pittsburgh Fathers."
"right, we're gonna hold just our fist ball in here to show our determination for educating our children and volunteering, and we're just gonna say our cheer.",b,"thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for our chair, But I gotta tell you, councilwoman, as young folks would say, I felt that Thank you.",All.,"When I say Pittsburgh, you say fathers, And each time you go louder, we do it three times: Pittsburgh Fathers, Pittsburgh Fathers, Pittsburgh Fathers.","Thank you, members of council, Thank you, Thank you."
"When I say Pittsburgh, you say fathers, And each time you go louder, we do it three times: Pittsburgh Fathers, Pittsburgh Fathers, Pittsburgh Fathers.",i,All.,"right, we're gonna hold just our fist ball in here to show our determination for educating our children and volunteering, and we're just gonna say our cheer.","Thank you, members of council, Thank you, Thank you.",Can you guys get in closer together?
"Thank you, members of council, Thank you, Thank you.",i,"right, we're gonna hold just our fist ball in here to show our determination for educating our children and volunteering, and we're just gonna say our cheer.","When I say Pittsburgh, you say fathers, And each time you go louder, we do it three times: Pittsburgh Fathers, Pittsburgh Fathers, Pittsburgh Fathers.",Can you guys get in closer together?,"Come up, you can come to the front here."
Can you guys get in closer together?,i,"When I say Pittsburgh, you say fathers, And each time you go louder, we do it three times: Pittsburgh Fathers, Pittsburgh Fathers, Pittsburgh Fathers.","Thank you, members of council, Thank you, Thank you.","Come up, you can come to the front here.","I'm short, I'm gonna get everybody into."
"Come up, you can come to the front here.",i,"Thank you, members of council, Thank you, Thank you.",Can you guys get in closer together?,"I'm short, I'm gonna get everybody into.","No, I'm gonna take over."
"I'm short, I'm gonna get everybody into.",i,Can you guys get in closer together?,"Come up, you can come to the front here.","No, I'm gonna take over.","hey, councilwoman, come with me."
"No, I'm gonna take over.",i,"Come up, you can come to the front here.","I'm short, I'm gonna get everybody into.","hey, councilwoman, come with me.","sis, please come with me."
"hey, councilwoman, come with me.",i,"I'm short, I'm gonna get everybody into.","No, I'm gonna take over.","sis, please come with me.","nobody, we're gonna, we're gonna, we're gonna, we're gonna, we're gonna."
"sis, please come with me.",i,"No, I'm gonna take over.","hey, councilwoman, come with me.","nobody, we're gonna, we're gonna, we're gonna, we're gonna, we're gonna.",we would like to present to the first person who arrived the signed autograph wall number 51.
"nobody, we're gonna, we're gonna, we're gonna, we're gonna, we're gonna.",i,"hey, councilwoman, come with me.","sis, please come with me.",we would like to present to the first person who arrived the signed autograph wall number 51.,"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you."
we would like to present to the first person who arrived the signed autograph wall number 51.,b,"sis, please come with me.","nobody, we're gonna, we're gonna, we're gonna, we're gonna, we're gonna.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",Alpha Sorority Incorporated.
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i,"nobody, we're gonna, we're gonna, we're gonna, we're gonna, we're gonna.",we would like to present to the first person who arrived the signed autograph wall number 51.,Alpha Sorority Incorporated.,please come forward.
Alpha Sorority Incorporated.,b,we would like to present to the first person who arrived the signed autograph wall number 51.,"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",please come forward.,"As they come forward, I'll just give a brief remark."
please come forward.,b,"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",Alpha Sorority Incorporated.,"As they come forward, I'll just give a brief remark.","We're here to acknowledge the fact that they do have a regional conference that begins this week, but we also want to acknowledge the long history that the AKAs have, both nationally and locally."
"As they come forward, I'll just give a brief remark.",i,Alpha Sorority Incorporated.,please come forward.,"We're here to acknowledge the fact that they do have a regional conference that begins this week, but we also want to acknowledge the long history that the AKAs have, both nationally and locally.","and I will also tell you that I have a little bit of firsthand insight and knowledge to the planning of this conference and all the work that has gone into planning this conference, so I know it's going to be very excellent for all those that attend."
"We're here to acknowledge the fact that they do have a regional conference that begins this week, but we also want to acknowledge the long history that the AKAs have, both nationally and locally.",b,please come forward.,"As they come forward, I'll just give a brief remark.","and I will also tell you that I have a little bit of firsthand insight and knowledge to the planning of this conference and all the work that has gone into planning this conference, so I know it's going to be very excellent for all those that attend.","I believe they're supposed to expect over 5,000 members to come into the city of Pittsburgh this week."
"and I will also tell you that I have a little bit of firsthand insight and knowledge to the planning of this conference and all the work that has gone into planning this conference, so I know it's going to be very excellent for all those that attend.",i,"As they come forward, I'll just give a brief remark.","We're here to acknowledge the fact that they do have a regional conference that begins this week, but we also want to acknowledge the long history that the AKAs have, both nationally and locally.","I believe they're supposed to expect over 5,000 members to come into the city of Pittsburgh this week.","Whereas Alpha, Kappa, Alpha Sorority Incorporated, AKA, established on Wednesday January 15th in 1908 at Howard University in Minor Hall, holds the distinction of being the oldest Greek letter organizations, founded by African American college educated women And with remarkable membership of over 365,000 women across 12 countries."
"I believe they're supposed to expect over 5,000 members to come into the city of Pittsburgh this week.",i,"We're here to acknowledge the fact that they do have a regional conference that begins this week, but we also want to acknowledge the long history that the AKAs have, both nationally and locally.","and I will also tell you that I have a little bit of firsthand insight and knowledge to the planning of this conference and all the work that has gone into planning this conference, so I know it's going to be very excellent for all those that attend.","Whereas Alpha, Kappa, Alpha Sorority Incorporated, AKA, established on Wednesday January 15th in 1908 at Howard University in Minor Hall, holds the distinction of being the oldest Greek letter organizations, founded by African American college educated women And with remarkable membership of over 365,000 women across 12 countries.","AKA is celebrated as America's premier Greek letter organization for African American women, fostering leadership, service and sisterhood within communities worldwide."
"Whereas Alpha, Kappa, Alpha Sorority Incorporated, AKA, established on Wednesday January 15th in 1908 at Howard University in Minor Hall, holds the distinction of being the oldest Greek letter organizations, founded by African American college educated women And with remarkable membership of over 365,000 women across 12 countries.",b,"and I will also tell you that I have a little bit of firsthand insight and knowledge to the planning of this conference and all the work that has gone into planning this conference, so I know it's going to be very excellent for all those that attend.","I believe they're supposed to expect over 5,000 members to come into the city of Pittsburgh this week.","AKA is celebrated as America's premier Greek letter organization for African American women, fostering leadership, service and sisterhood within communities worldwide.","Whereas the Alpha- Alpha Omega chapter of AKA, chartered in 1927, was proudly served the greater Pittsburgh area for nearly a century, demonstrating a commitment to excellence through various community initiatives, mentorship programs and partnerships with local organizations, including Pittsburgh Public Schools, UPMC, Mercy McGee and the Greater Pittsburgh Food Bank."
"AKA is celebrated as America's premier Greek letter organization for African American women, fostering leadership, service and sisterhood within communities worldwide.",i,"I believe they're supposed to expect over 5,000 members to come into the city of Pittsburgh this week.","Whereas Alpha, Kappa, Alpha Sorority Incorporated, AKA, established on Wednesday January 15th in 1908 at Howard University in Minor Hall, holds the distinction of being the oldest Greek letter organizations, founded by African American college educated women And with remarkable membership of over 365,000 women across 12 countries.","Whereas the Alpha- Alpha Omega chapter of AKA, chartered in 1927, was proudly served the greater Pittsburgh area for nearly a century, demonstrating a commitment to excellence through various community initiatives, mentorship programs and partnerships with local organizations, including Pittsburgh Public Schools, UPMC, Mercy McGee and the Greater Pittsburgh Food Bank.","Whereas Gwendolyn Kirtley, Great Lakes Regional Director, leads the Alpha Kappa- Alpha Sorority Incorporated 94th Great Lakes Regional Conference- Greater Together- an artful tapestry of service and sisterhood in Pittsburgh, at the David L Lawrence Convention Center, from April 24th through the 27th- 2020, 2020, 2020- gathering over 7000 members from 99 chapters, celebrating 100 years of impactful service within the Great Lakes region."
"Whereas the Alpha- Alpha Omega chapter of AKA, chartered in 1927, was proudly served the greater Pittsburgh area for nearly a century, demonstrating a commitment to excellence through various community initiatives, mentorship programs and partnerships with local organizations, including Pittsburgh Public Schools, UPMC, Mercy McGee and the Greater Pittsburgh Food Bank.",i,"Whereas Alpha, Kappa, Alpha Sorority Incorporated, AKA, established on Wednesday January 15th in 1908 at Howard University in Minor Hall, holds the distinction of being the oldest Greek letter organizations, founded by African American college educated women And with remarkable membership of over 365,000 women across 12 countries.","AKA is celebrated as America's premier Greek letter organization for African American women, fostering leadership, service and sisterhood within communities worldwide.","Whereas Gwendolyn Kirtley, Great Lakes Regional Director, leads the Alpha Kappa- Alpha Sorority Incorporated 94th Great Lakes Regional Conference- Greater Together- an artful tapestry of service and sisterhood in Pittsburgh, at the David L Lawrence Convention Center, from April 24th through the 27th- 2020, 2020, 2020- gathering over 7000 members from 99 chapters, celebrating 100 years of impactful service within the Great Lakes region.","Whereas this momentous conference serves as a unique opportunity for personal and professional development for its participants, reinforcing the mission of AKA in cultivating a spirit of community engagement, leadership and empowerment among its members."
"Whereas Gwendolyn Kirtley, Great Lakes Regional Director, leads the Alpha Kappa- Alpha Sorority Incorporated 94th Great Lakes Regional Conference- Greater Together- an artful tapestry of service and sisterhood in Pittsburgh, at the David L Lawrence Convention Center, from April 24th through the 27th- 2020, 2020, 2020- gathering over 7000 members from 99 chapters, celebrating 100 years of impactful service within the Great Lakes region.",i,"AKA is celebrated as America's premier Greek letter organization for African American women, fostering leadership, service and sisterhood within communities worldwide.","Whereas the Alpha- Alpha Omega chapter of AKA, chartered in 1927, was proudly served the greater Pittsburgh area for nearly a century, demonstrating a commitment to excellence through various community initiatives, mentorship programs and partnerships with local organizations, including Pittsburgh Public Schools, UPMC, Mercy McGee and the Greater Pittsburgh Food Bank.","Whereas this momentous conference serves as a unique opportunity for personal and professional development for its participants, reinforcing the mission of AKA in cultivating a spirit of community engagement, leadership and empowerment among its members.","Whereas Danette Anthony Reid, the international president of the Alpha- Alpha- Alpha Sorority Incorporated, the president and CEO of Alpha Kappa- Alpha Sorority Incorporated, exemplifies exemplary leadership and dedication to the sorority's foundational tenets, inspiring members to promote high scholastic and ethical standards, friendship and service to community."
"Whereas this momentous conference serves as a unique opportunity for personal and professional development for its participants, reinforcing the mission of AKA in cultivating a spirit of community engagement, leadership and empowerment among its members.",i,"Whereas the Alpha- Alpha Omega chapter of AKA, chartered in 1927, was proudly served the greater Pittsburgh area for nearly a century, demonstrating a commitment to excellence through various community initiatives, mentorship programs and partnerships with local organizations, including Pittsburgh Public Schools, UPMC, Mercy McGee and the Greater Pittsburgh Food Bank.","Whereas Gwendolyn Kirtley, Great Lakes Regional Director, leads the Alpha Kappa- Alpha Sorority Incorporated 94th Great Lakes Regional Conference- Greater Together- an artful tapestry of service and sisterhood in Pittsburgh, at the David L Lawrence Convention Center, from April 24th through the 27th- 2020, 2020, 2020- gathering over 7000 members from 99 chapters, celebrating 100 years of impactful service within the Great Lakes region.","Whereas Danette Anthony Reid, the international president of the Alpha- Alpha- Alpha Sorority Incorporated, the president and CEO of Alpha Kappa- Alpha Sorority Incorporated, exemplifies exemplary leadership and dedication to the sorority's foundational tenets, inspiring members to promote high scholastic and ethical standards, friendship and service to community.","Whereas the commitment of Alpha Kappa- Alpha Sorority Incorporated to initiatives that empower families, builds economic wealth, enhance the environment, advocate for social justice and uplift the local community resonates deeply within the values of the city of Pittsburgh."
"Whereas Danette Anthony Reid, the international president of the Alpha- Alpha- Alpha Sorority Incorporated, the president and CEO of Alpha Kappa- Alpha Sorority Incorporated, exemplifies exemplary leadership and dedication to the sorority's foundational tenets, inspiring members to promote high scholastic and ethical standards, friendship and service to community.",i,"Whereas Gwendolyn Kirtley, Great Lakes Regional Director, leads the Alpha Kappa- Alpha Sorority Incorporated 94th Great Lakes Regional Conference- Greater Together- an artful tapestry of service and sisterhood in Pittsburgh, at the David L Lawrence Convention Center, from April 24th through the 27th- 2020, 2020, 2020- gathering over 7000 members from 99 chapters, celebrating 100 years of impactful service within the Great Lakes region.","Whereas this momentous conference serves as a unique opportunity for personal and professional development for its participants, reinforcing the mission of AKA in cultivating a spirit of community engagement, leadership and empowerment among its members.","Whereas the commitment of Alpha Kappa- Alpha Sorority Incorporated to initiatives that empower families, builds economic wealth, enhance the environment, advocate for social justice and uplift the local community resonates deeply within the values of the city of Pittsburgh.","And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby declare Thursday, April 24th, to be Alpha Kappa- Alpha Sorority Incorporated Day in the city of Pittsburgh."
"Whereas the commitment of Alpha Kappa- Alpha Sorority Incorporated to initiatives that empower families, builds economic wealth, enhance the environment, advocate for social justice and uplift the local community resonates deeply within the values of the city of Pittsburgh.",i,"Whereas this momentous conference serves as a unique opportunity for personal and professional development for its participants, reinforcing the mission of AKA in cultivating a spirit of community engagement, leadership and empowerment among its members.","Whereas Danette Anthony Reid, the international president of the Alpha- Alpha- Alpha Sorority Incorporated, the president and CEO of Alpha Kappa- Alpha Sorority Incorporated, exemplifies exemplary leadership and dedication to the sorority's foundational tenets, inspiring members to promote high scholastic and ethical standards, friendship and service to community.","And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby declare Thursday, April 24th, to be Alpha Kappa- Alpha Sorority Incorporated Day in the city of Pittsburgh.",May we have a motion So moved.
"And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby declare Thursday, April 24th, to be Alpha Kappa- Alpha Sorority Incorporated Day in the city of Pittsburgh.",i,"Whereas Danette Anthony Reid, the international president of the Alpha- Alpha- Alpha Sorority Incorporated, the president and CEO of Alpha Kappa- Alpha Sorority Incorporated, exemplifies exemplary leadership and dedication to the sorority's foundational tenets, inspiring members to promote high scholastic and ethical standards, friendship and service to community.","Whereas the commitment of Alpha Kappa- Alpha Sorority Incorporated to initiatives that empower families, builds economic wealth, enhance the environment, advocate for social justice and uplift the local community resonates deeply within the values of the city of Pittsburgh.",May we have a motion So moved.,"Second, All those in favor say aye, Aye."
May we have a motion So moved.,b,"Whereas the commitment of Alpha Kappa- Alpha Sorority Incorporated to initiatives that empower families, builds economic wealth, enhance the environment, advocate for social justice and uplift the local community resonates deeply within the values of the city of Pittsburgh.","And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby declare Thursday, April 24th, to be Alpha Kappa- Alpha Sorority Incorporated Day in the city of Pittsburgh.","Second, All those in favor say aye, Aye.",Congratulations To President LaValle and to City Council.
"Second, All those in favor say aye, Aye.",i,"And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby declare Thursday, April 24th, to be Alpha Kappa- Alpha Sorority Incorporated Day in the city of Pittsburgh.",May we have a motion So moved.,Congratulations To President LaValle and to City Council.,"ladies and gentlemen, good morning."
Congratulations To President LaValle and to City Council.,p,May we have a motion So moved.,"Second, All those in favor say aye, Aye.","ladies and gentlemen, good morning.",My name is Toni Kendrick.
"ladies and gentlemen, good morning.",p,"Second, All those in favor say aye, Aye.",Congratulations To President LaValle and to City Council.,My name is Toni Kendrick.,I'm the 20th.
My name is Toni Kendrick.,p,Congratulations To President LaValle and to City Council.,"ladies and gentlemen, good morning.",I'm the 20th.,I served as the 28th Great Lakes Regional Director right from Pittsburgh.
I'm the 20th.,i,"ladies and gentlemen, good morning.",My name is Toni Kendrick.,I served as the 28th Great Lakes Regional Director right from Pittsburgh.,I was excited.
I served as the 28th Great Lakes Regional Director right from Pittsburgh.,i,My name is Toni Kendrick.,I'm the 20th.,I was excited.,"I'm here this morning to represent our Great Lakes Regional Director, Miss Gwendolyn L Kirkley, who represents over 7,000 women in the states of Michigan, Western New York, Ohio, West Virginia and Western Pennsylvania."
I was excited.,i,I'm the 20th.,I served as the 28th Great Lakes Regional Director right from Pittsburgh.,"I'm here this morning to represent our Great Lakes Regional Director, Miss Gwendolyn L Kirkley, who represents over 7,000 women in the states of Michigan, Western New York, Ohio, West Virginia and Western Pennsylvania.",We're excited.
"I'm here this morning to represent our Great Lakes Regional Director, Miss Gwendolyn L Kirkley, who represents over 7,000 women in the states of Michigan, Western New York, Ohio, West Virginia and Western Pennsylvania.",i,I served as the 28th Great Lakes Regional Director right from Pittsburgh.,I was excited.,We're excited.,"in about 48 hours There'll be over 2,600 women and guests and their pink and green converging on our beautiful city."
We're excited.,i,I was excited.,"I'm here this morning to represent our Great Lakes Regional Director, Miss Gwendolyn L Kirkley, who represents over 7,000 women in the states of Michigan, Western New York, Ohio, West Virginia and Western Pennsylvania.","in about 48 hours There'll be over 2,600 women and guests and their pink and green converging on our beautiful city.","Our General Chairman, Miss Colleen McMullen, has worked hard."
"in about 48 hours There'll be over 2,600 women and guests and their pink and green converging on our beautiful city.",i,"I'm here this morning to represent our Great Lakes Regional Director, Miss Gwendolyn L Kirkley, who represents over 7,000 women in the states of Michigan, Western New York, Ohio, West Virginia and Western Pennsylvania.",We're excited.,"Our General Chairman, Miss Colleen McMullen, has worked hard.",Our local president has supported Miss Peggy Harris and the ladies that you see before you.
"Our General Chairman, Miss Colleen McMullen, has worked hard.",i,We're excited.,"in about 48 hours There'll be over 2,600 women and guests and their pink and green converging on our beautiful city.",Our local president has supported Miss Peggy Harris and the ladies that you see before you.,"It is an honor that we will not only be wearing pink but also wearing white, And I'm so grateful to you, Miss."
Our local president has supported Miss Peggy Harris and the ladies that you see before you.,i,"in about 48 hours There'll be over 2,600 women and guests and their pink and green converging on our beautiful city.","Our General Chairman, Miss Colleen McMullen, has worked hard.","It is an honor that we will not only be wearing pink but also wearing white, And I'm so grateful to you, Miss.","We will be wearing pink and green, but we will also be providing service to families and this local community."
"It is an honor that we will not only be wearing pink but also wearing white, And I'm so grateful to you, Miss.",i,"Our General Chairman, Miss Colleen McMullen, has worked hard.",Our local president has supported Miss Peggy Harris and the ladies that you see before you.,"We will be wearing pink and green, but we will also be providing service to families and this local community.",It is truly an honor and a privilege.
"We will be wearing pink and green, but we will also be providing service to families and this local community.",i,Our local president has supported Miss Peggy Harris and the ladies that you see before you.,"It is an honor that we will not only be wearing pink but also wearing white, And I'm so grateful to you, Miss.",It is truly an honor and a privilege.,"President DeValle, And I'd like to say your better half- is also working hard too."
It is truly an honor and a privilege.,i,"It is an honor that we will not only be wearing pink but also wearing white, And I'm so grateful to you, Miss.","We will be wearing pink and green, but we will also be providing service to families and this local community.","President DeValle, And I'd like to say your better half- is also working hard too.","Again, we thank you very much for this honor And I will be presenting this to our Regional Director."
"President DeValle, And I'd like to say your better half- is also working hard too.",i,"We will be wearing pink and green, but we will also be providing service to families and this local community.",It is truly an honor and a privilege.,"Again, we thank you very much for this honor And I will be presenting this to our Regional Director.","Again, good morning and thank you."
"Again, we thank you very much for this honor And I will be presenting this to our Regional Director.",i,It is truly an honor and a privilege.,"President DeValle, And I'd like to say your better half- is also working hard too.","Again, good morning and thank you.","Good morning and thank you, President DeValle and Council assembled."
"Again, good morning and thank you.",b,"President DeValle, And I'd like to say your better half- is also working hard too.","Again, we thank you very much for this honor And I will be presenting this to our Regional Director.","Good morning and thank you, President DeValle and Council assembled.","It has just been an amazing year in our planning, in preparation for the 94th Great Lakes Regional Conference."
"Good morning and thank you, President DeValle and Council assembled.",b,"Again, we thank you very much for this honor And I will be presenting this to our Regional Director.","Again, good morning and thank you.","It has just been an amazing year in our planning, in preparation for the 94th Great Lakes Regional Conference.","here in my home city of Pittsburgh, We are delighted to as our 28th Regional Director shared to serve this community."
"It has just been an amazing year in our planning, in preparation for the 94th Great Lakes Regional Conference.",b,"Again, good morning and thank you.","Good morning and thank you, President DeValle and Council assembled.","here in my home city of Pittsburgh, We are delighted to as our 28th Regional Director shared to serve this community.","That is something that we, as women, as members of Alpha Kappa, Alpha Sorority Incorporated, do is serve our community."
"here in my home city of Pittsburgh, We are delighted to as our 28th Regional Director shared to serve this community.",i,"Good morning and thank you, President DeValle and Council assembled.","It has just been an amazing year in our planning, in preparation for the 94th Great Lakes Regional Conference.","That is something that we, as women, as members of Alpha Kappa, Alpha Sorority Incorporated, do is serve our community.","Again, thank you, Council, Thank you, President DeValle, And thank you to all of our members of Alpha Kappa, Alpha Sorority who will be joining us this weekend in the city of Pittsburgh for our 94th Great Lakes Regional Conference."
"That is something that we, as women, as members of Alpha Kappa, Alpha Sorority Incorporated, do is serve our community.",i,"It has just been an amazing year in our planning, in preparation for the 94th Great Lakes Regional Conference.","here in my home city of Pittsburgh, We are delighted to as our 28th Regional Director shared to serve this community.","Again, thank you, Council, Thank you, President DeValle, And thank you to all of our members of Alpha Kappa, Alpha Sorority who will be joining us this weekend in the city of Pittsburgh for our 94th Great Lakes Regional Conference.","Good morning, Good morning to the Councilman and to the President DeValle for inviting us for this important moment."
"Again, thank you, Council, Thank you, President DeValle, And thank you to all of our members of Alpha Kappa, Alpha Sorority who will be joining us this weekend in the city of Pittsburgh for our 94th Great Lakes Regional Conference.",i,"here in my home city of Pittsburgh, We are delighted to as our 28th Regional Director shared to serve this community.","That is something that we, as women, as members of Alpha Kappa, Alpha Sorority Incorporated, do is serve our community.","Good morning, Good morning to the Councilman and to the President DeValle for inviting us for this important moment.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank youpg President Ellison, what is your message to all?"
"Good morning, Good morning to the Councilman and to the President DeValle for inviting us for this important moment.",b,"That is something that we, as women, as members of Alpha Kappa, Alpha Sorority Incorporated, do is serve our community.","Again, thank you, Council, Thank you, President DeValle, And thank you to all of our members of Alpha Kappa, Alpha Sorority who will be joining us this weekend in the city of Pittsburgh for our 94th Great Lakes Regional Conference.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank youpg President Ellison, what is your message to all?","and so, on behalf of the members of the Pittsburgh chapter and along with our regional past director, as well as the general chairman, I thank you for this opportunity to welcome us and we look forward to showcasing the wonderfulness of the city of Pittsburgh."
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank youpg President Ellison, what is your message to all?",b,"Again, thank you, Council, Thank you, President DeValle, And thank you to all of our members of Alpha Kappa, Alpha Sorority who will be joining us this weekend in the city of Pittsburgh for our 94th Great Lakes Regional Conference.","Good morning, Good morning to the Councilman and to the President DeValle for inviting us for this important moment.","and so, on behalf of the members of the Pittsburgh chapter and along with our regional past director, as well as the general chairman, I thank you for this opportunity to welcome us and we look forward to showcasing the wonderfulness of the city of Pittsburgh.","thank you, Thank you."
"and so, on behalf of the members of the Pittsburgh chapter and along with our regional past director, as well as the general chairman, I thank you for this opportunity to welcome us and we look forward to showcasing the wonderfulness of the city of Pittsburgh.",i,"Good morning, Good morning to the Councilman and to the President DeValle for inviting us for this important moment.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank youpg President Ellison, what is your message to all?","thank you, Thank you.",Thank you.
"thank you, Thank you.",i,"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank youpg President Ellison, what is your message to all?","and so, on behalf of the members of the Pittsburgh chapter and along with our regional past director, as well as the general chairman, I thank you for this opportunity to welcome us and we look forward to showcasing the wonderfulness of the city of Pittsburgh.",Thank you.,"Yes, We used to have tissues."
Thank you.,i,"and so, on behalf of the members of the Pittsburgh chapter and along with our regional past director, as well as the general chairman, I thank you for this opportunity to welcome us and we look forward to showcasing the wonderfulness of the city of Pittsburgh.","thank you, Thank you.","Yes, We used to have tissues.",I said when we first got elected- Here's some tissue When we first got elected.
"Yes, We used to have tissues.",i,"thank you, Thank you.",Thank you.,I said when we first got elected- Here's some tissue When we first got elected.,"I don't know how long these have been in here, but Yeah, it's solid."
I said when we first got elected- Here's some tissue When we first got elected.,i,Thank you.,"Yes, We used to have tissues.","I don't know how long these have been in here, but Yeah, it's solid.",These look a little bit more.
"I don't know how long these have been in here, but Yeah, it's solid.",i,"Yes, We used to have tissues.",I said when we first got elected- Here's some tissue When we first got elected.,These look a little bit more.,I got one more Those here for National Community Development Week.
These look a little bit more.,i,I said when we first got elected- Here's some tissue When we first got elected.,"I don't know how long these have been in here, but Yeah, it's solid.",I got one more Those here for National Community Development Week.,will you please come forward?
I got one more Those here for National Community Development Week.,b,"I don't know how long these have been in here, but Yeah, it's solid.",These look a little bit more.,will you please come forward?,Thank you.
will you please come forward?,p,These look a little bit more.,I got one more Those here for National Community Development Week.,Thank you.,"So, first and foremost, I'll simply say, on behalf of the city of Pittsburgh and all our residents, we're grateful for all the work that you all do, day in and day out."
