sentence,classification,prev2,prev1,next1,next2
The Woods Run Phase Two: AlkaSan is helping us with the growth funding on that one.,i,We've partnered with PennDOT with putting up the funds.,They actually have put together the projects and the contractor to do some of the stream restoration to help us with our permit.,so that project is.,the intent is to move forward with the construction of it- MS4 compliance ones.
so that project is.,i,They actually have put together the projects and the contractor to do some of the stream restoration to help us with our permit.,The Woods Run Phase Two: AlkaSan is helping us with the growth funding on that one.,the intent is to move forward with the construction of it- MS4 compliance ones.,those are the two sites We are on the same permit with the city and those two sites are currently under construction: Glass Run and Shortier's Creek.
the intent is to move forward with the construction of it- MS4 compliance ones.,i,The Woods Run Phase Two: AlkaSan is helping us with the growth funding on that one.,so that project is.,those are the two sites We are on the same permit with the city and those two sites are currently under construction: Glass Run and Shortier's Creek.,"And, like I mentioned earlier, we're completing design on the and, like I mentioned earlier, we're completing design on the Oak Ridge project and Fowler Park."
those are the two sites We are on the same permit with the city and those two sites are currently under construction: Glass Run and Shortier's Creek.,i,so that project is.,the intent is to move forward with the construction of it- MS4 compliance ones.,"And, like I mentioned earlier, we're completing design on the and, like I mentioned earlier, we're completing design on the Oak Ridge project and Fowler Park.",Fowler Park is a phase one over raw analysis that we're doing to see how whatever the projects that we come up with can still work for the park locally as well as help bring extra storm water to that park from the neighboring impervious areas Next slide.
"And, like I mentioned earlier, we're completing design on the and, like I mentioned earlier, we're completing design on the Oak Ridge project and Fowler Park.",i,the intent is to move forward with the construction of it- MS4 compliance ones.,those are the two sites We are on the same permit with the city and those two sites are currently under construction: Glass Run and Shortier's Creek.,Fowler Park is a phase one over raw analysis that we're doing to see how whatever the projects that we come up with can still work for the park locally as well as help bring extra storm water to that park from the neighboring impervious areas Next slide.,So the main reason we're thinking the things that cause the project to grow.
Fowler Park is a phase one over raw analysis that we're doing to see how whatever the projects that we come up with can still work for the park locally as well as help bring extra storm water to that park from the neighboring impervious areas Next slide.,i,those are the two sites We are on the same permit with the city and those two sites are currently under construction: Glass Run and Shortier's Creek.,"And, like I mentioned earlier, we're completing design on the and, like I mentioned earlier, we're completing design on the Oak Ridge project and Fowler Park.",So the main reason we're thinking the things that cause the project to grow.,So the main reason we're thinking the things that cause the project to grow.
So the main reason we're thinking the things that cause the project to grow.,i,"And, like I mentioned earlier, we're completing design on the and, like I mentioned earlier, we're completing design on the Oak Ridge project and Fowler Park.",Fowler Park is a phase one over raw analysis that we're doing to see how whatever the projects that we come up with can still work for the park locally as well as help bring extra storm water to that park from the neighboring impervious areas Next slide.,So the main reason we're thinking the things that cause the project to grow.,"So the main reason we're thinking the things that cause the project to grow, the biggest one really is the funding side of it."
So the main reason we're thinking the things that cause the project to grow.,i,Fowler Park is a phase one over raw analysis that we're doing to see how whatever the projects that we come up with can still work for the park locally as well as help bring extra storm water to that park from the neighboring impervious areas Next slide.,So the main reason we're thinking the things that cause the project to grow.,"So the main reason we're thinking the things that cause the project to grow, the biggest one really is the funding side of it.","And then there are also permitting challenges And, as most of you know, post COVID there's been a lot of escalation of construction costs and those continue to, where we have to consistently look at effectiveness of our project designs, look at ways to cut costs, if you will, moving forward with those projects."
"So the main reason we're thinking the things that cause the project to grow, the biggest one really is the funding side of it.",i,So the main reason we're thinking the things that cause the project to grow.,So the main reason we're thinking the things that cause the project to grow.,"And then there are also permitting challenges And, as most of you know, post COVID there's been a lot of escalation of construction costs and those continue to, where we have to consistently look at effectiveness of our project designs, look at ways to cut costs, if you will, moving forward with those projects.","The other thing- that is the other thing that is helping us or we're thinking we're gonna look at, is: how do these projects fit in with the wet water plan that we need to do for CSO control?"
"And then there are also permitting challenges And, as most of you know, post COVID there's been a lot of escalation of construction costs and those continue to, where we have to consistently look at effectiveness of our project designs, look at ways to cut costs, if you will, moving forward with those projects.",i,So the main reason we're thinking the things that cause the project to grow.,"So the main reason we're thinking the things that cause the project to grow, the biggest one really is the funding side of it.","The other thing- that is the other thing that is helping us or we're thinking we're gonna look at, is: how do these projects fit in with the wet water plan that we need to do for CSO control?",How do those dovetail?
"The other thing- that is the other thing that is helping us or we're thinking we're gonna look at, is: how do these projects fit in with the wet water plan that we need to do for CSO control?",b,"So the main reason we're thinking the things that cause the project to grow, the biggest one really is the funding side of it.","And then there are also permitting challenges And, as most of you know, post COVID there's been a lot of escalation of construction costs and those continue to, where we have to consistently look at effectiveness of our project designs, look at ways to cut costs, if you will, moving forward with those projects.",How do those dovetail?,"How does it fit in with any of our storm water strategic planning that we've already done, as well as our wet water program that they're doing under their consent decree?"
How do those dovetail?,i,"And then there are also permitting challenges And, as most of you know, post COVID there's been a lot of escalation of construction costs and those continue to, where we have to consistently look at effectiveness of our project designs, look at ways to cut costs, if you will, moving forward with those projects.","The other thing- that is the other thing that is helping us or we're thinking we're gonna look at, is: how do these projects fit in with the wet water plan that we need to do for CSO control?","How does it fit in with any of our storm water strategic planning that we've already done, as well as our wet water program that they're doing under their consent decree?",So that's another aspect that we're continuing to look at.
"How does it fit in with any of our storm water strategic planning that we've already done, as well as our wet water program that they're doing under their consent decree?",i,"The other thing- that is the other thing that is helping us or we're thinking we're gonna look at, is: how do these projects fit in with the wet water plan that we need to do for CSO control?",How do those dovetail?,So that's another aspect that we're continuing to look at.,"even though it feels like everything is stopped, there's still work being done."
So that's another aspect that we're continuing to look at.,i,How do those dovetail?,"How does it fit in with any of our storm water strategic planning that we've already done, as well as our wet water program that they're doing under their consent decree?","even though it feels like everything is stopped, there's still work being done.",even though it feels like everything is stopped.
"even though it feels like everything is stopped, there's still work being done.",i,"How does it fit in with any of our storm water strategic planning that we've already done, as well as our wet water program that they're doing under their consent decree?",So that's another aspect that we're continuing to look at.,even though it feels like everything is stopped.,"even though it feels like everything is stopped, there's still work being done behind the scenes."
even though it feels like everything is stopped.,i,So that's another aspect that we're continuing to look at.,"even though it feels like everything is stopped, there's still work being done.","even though it feels like everything is stopped, there's still work being done behind the scenes.",There's still work being done behind the scenes.
"even though it feels like everything is stopped, there's still work being done behind the scenes.",i,"even though it feels like everything is stopped, there's still work being done.",even though it feels like everything is stopped.,There's still work being done behind the scenes.,There's still work being done behind the scenes.
There's still work being done behind the scenes.,i,even though it feels like everything is stopped.,"even though it feels like everything is stopped, there's still work being done behind the scenes.",There's still work being done behind the scenes.,Next slide: They want one of the projects that has been front and center obviously is a four mile run project.
There's still work being done behind the scenes.,i,"even though it feels like everything is stopped, there's still work being done behind the scenes.",There's still work being done behind the scenes.,Next slide: They want one of the projects that has been front and center obviously is a four mile run project.,"We may go through during the Q&A we might handle some additional information on that, but right now just to say that the project is at 90% design."
Next slide: They want one of the projects that has been front and center obviously is a four mile run project.,b,There's still work being done behind the scenes.,There's still work being done behind the scenes.,"We may go through during the Q&A we might handle some additional information on that, but right now just to say that the project is at 90% design.",a lot of the environmental green infrastructure type of things were removed for various reasons.
"We may go through during the Q&A we might handle some additional information on that, but right now just to say that the project is at 90% design.",i,There's still work being done behind the scenes.,Next slide: They want one of the projects that has been front and center obviously is a four mile run project.,a lot of the environmental green infrastructure type of things were removed for various reasons.,type of things were removed for various reasons.
a lot of the environmental green infrastructure type of things were removed for various reasons.,i,Next slide: They want one of the projects that has been front and center obviously is a four mile run project.,"We may go through during the Q&A we might handle some additional information on that, but right now just to say that the project is at 90% design.",type of things were removed for various reasons.,type of things were removed for various reasons that we won't go into at this point.
type of things were removed for various reasons.,i,"We may go through during the Q&A we might handle some additional information on that, but right now just to say that the project is at 90% design.",a lot of the environmental green infrastructure type of things were removed for various reasons.,type of things were removed for various reasons that we won't go into at this point.,"But this is basically now a storm water only project with the intent of addressing flooding, typically like a 10 year flood was the design for that."
type of things were removed for various reasons that we won't go into at this point.,i,a lot of the environmental green infrastructure type of things were removed for various reasons.,type of things were removed for various reasons.,"But this is basically now a storm water only project with the intent of addressing flooding, typically like a 10 year flood was the design for that.",We're looking very closely at constructability analysis.
"But this is basically now a storm water only project with the intent of addressing flooding, typically like a 10 year flood was the design for that.",b,type of things were removed for various reasons.,type of things were removed for various reasons that we won't go into at this point.,We're looking very closely at constructability analysis.,There's a lot of when you think about what we're doing with the tunneling.
We're looking very closely at constructability analysis.,i,type of things were removed for various reasons that we won't go into at this point.,"But this is basically now a storm water only project with the intent of addressing flooding, typically like a 10 year flood was the design for that.",There's a lot of when you think about what we're doing with the tunneling.,"we're going under an old railroad bridge, going through Greenfield Avenue, which is very, very crowded, and then we're running into a lot of obstacles on Second Avenue."
There's a lot of when you think about what we're doing with the tunneling.,i,"But this is basically now a storm water only project with the intent of addressing flooding, typically like a 10 year flood was the design for that.",We're looking very closely at constructability analysis.,"we're going under an old railroad bridge, going through Greenfield Avenue, which is very, very crowded, and then we're running into a lot of obstacles on Second Avenue.",Some of it are Verizon conduits and things like that that may need to be moved in the process.
"we're going under an old railroad bridge, going through Greenfield Avenue, which is very, very crowded, and then we're running into a lot of obstacles on Second Avenue.",i,We're looking very closely at constructability analysis.,There's a lot of when you think about what we're doing with the tunneling.,Some of it are Verizon conduits and things like that that may need to be moved in the process.,"So we're making sure that a lot of these things are taken care of, looked at before we go to final design and actually bid it, so we don't get in trouble with change orders and things like that."
Some of it are Verizon conduits and things like that that may need to be moved in the process.,i,There's a lot of when you think about what we're doing with the tunneling.,"we're going under an old railroad bridge, going through Greenfield Avenue, which is very, very crowded, and then we're running into a lot of obstacles on Second Avenue.","So we're making sure that a lot of these things are taken care of, looked at before we go to final design and actually bid it, so we don't get in trouble with change orders and things like that.","The one thing that has hampered us is, once those environmental and friendly parts of the project were kind of removed, You reduce the CSO overflow, which is the metric that AlkaSand uses to give the funding."
"So we're making sure that a lot of these things are taken care of, looked at before we go to final design and actually bid it, so we don't get in trouble with change orders and things like that.",i,"we're going under an old railroad bridge, going through Greenfield Avenue, which is very, very crowded, and then we're running into a lot of obstacles on Second Avenue.",Some of it are Verizon conduits and things like that that may need to be moved in the process.,"The one thing that has hampered us is, once those environmental and friendly parts of the project were kind of removed, You reduce the CSO overflow, which is the metric that AlkaSand uses to give the funding.",So it brought us below the funding threshold of the 10 million.
"The one thing that has hampered us is, once those environmental and friendly parts of the project were kind of removed, You reduce the CSO overflow, which is the metric that AlkaSand uses to give the funding.",i,Some of it are Verizon conduits and things like that that may need to be moved in the process.,"So we're making sure that a lot of these things are taken care of, looked at before we go to final design and actually bid it, so we don't get in trouble with change orders and things like that.",So it brought us below the funding threshold of the 10 million.,So AlkaSand has temporarily eliminated that for now.
So it brought us below the funding threshold of the 10 million.,i,"So we're making sure that a lot of these things are taken care of, looked at before we go to final design and actually bid it, so we don't get in trouble with change orders and things like that.","The one thing that has hampered us is, once those environmental and friendly parts of the project were kind of removed, You reduce the CSO overflow, which is the metric that AlkaSand uses to give the funding.",So AlkaSand has temporarily eliminated that for now.,"They're still asking us, once we finish the design, to come back and see if something can be remedied."
So AlkaSand has temporarily eliminated that for now.,i,"The one thing that has hampered us is, once those environmental and friendly parts of the project were kind of removed, You reduce the CSO overflow, which is the metric that AlkaSand uses to give the funding.",So it brought us below the funding threshold of the 10 million.,"They're still asking us, once we finish the design, to come back and see if something can be remedied.","We're not sure any of that will happen, But it's still a door that they've left open for conversation."
"They're still asking us, once we finish the design, to come back and see if something can be remedied.",i,So it brought us below the funding threshold of the 10 million.,So AlkaSand has temporarily eliminated that for now.,"We're not sure any of that will happen, But it's still a door that they've left open for conversation.","But the projects have been completed within that four mile run region, The early action projects that were done on the bridle pad."
"We're not sure any of that will happen, But it's still a door that they've left open for conversation.",i,So AlkaSand has temporarily eliminated that for now.,"They're still asking us, once we finish the design, to come back and see if something can be remedied.","But the projects have been completed within that four mile run region, The early action projects that were done on the bridle pad.",that has been very effective from what I understand from the people who live very close to that area.
"But the projects have been completed within that four mile run region, The early action projects that were done on the bridle pad.",i,"They're still asking us, once we finish the design, to come back and see if something can be remedied.","We're not sure any of that will happen, But it's still a door that they've left open for conversation.",that has been very effective from what I understand from the people who live very close to that area.,The second thing that we think may actually be very impactful- but we don't know the extent of the impact- is the reconstruction of the M-29 outfall.
that has been very effective from what I understand from the people who live very close to that area.,i,"We're not sure any of that will happen, But it's still a door that they've left open for conversation.","But the projects have been completed within that four mile run region, The early action projects that were done on the bridle pad.",The second thing that we think may actually be very impactful- but we don't know the extent of the impact- is the reconstruction of the M-29 outfall.,"There was a gate like a five foot high gate that was blocking, that was used to keep flow the river out of this sewer system."
The second thing that we think may actually be very impactful- but we don't know the extent of the impact- is the reconstruction of the M-29 outfall.,i,"But the projects have been completed within that four mile run region, The early action projects that were done on the bridle pad.",that has been very effective from what I understand from the people who live very close to that area.,"There was a gate like a five foot high gate that was blocking, that was used to keep flow the river out of this sewer system.",That gate has been removed and now has a flap gate which acts differently from a hydraulic standpoint.
"There was a gate like a five foot high gate that was blocking, that was used to keep flow the river out of this sewer system.",i,that has been very effective from what I understand from the people who live very close to that area.,The second thing that we think may actually be very impactful- but we don't know the extent of the impact- is the reconstruction of the M-29 outfall.,That gate has been removed and now has a flap gate which acts differently from a hydraulic standpoint.,So one of the things we're thinking.
That gate has been removed and now has a flap gate which acts differently from a hydraulic standpoint.,i,The second thing that we think may actually be very impactful- but we don't know the extent of the impact- is the reconstruction of the M-29 outfall.,"There was a gate like a five foot high gate that was blocking, that was used to keep flow the river out of this sewer system.",So one of the things we're thinking.,and then a lot of debris was also removed because you have a gate like that.
So one of the things we're thinking.,i,"There was a gate like a five foot high gate that was blocking, that was used to keep flow the river out of this sewer system.",That gate has been removed and now has a flap gate which acts differently from a hydraulic standpoint.,and then a lot of debris was also removed because you have a gate like that.,"it slows down flows, drops out a lot of stuff in the sewer, So we've also removed a lot of debris when that project is constructed."
and then a lot of debris was also removed because you have a gate like that.,i,That gate has been removed and now has a flap gate which acts differently from a hydraulic standpoint.,So one of the things we're thinking.,"it slows down flows, drops out a lot of stuff in the sewer, So we've also removed a lot of debris when that project is constructed.","So we're having one of our M-29 outfalls, having one of our hydraulic engineers go to and do some evaluation now to look at to see if that improved anything."
"it slows down flows, drops out a lot of stuff in the sewer, So we've also removed a lot of debris when that project is constructed.",i,So one of the things we're thinking.,and then a lot of debris was also removed because you have a gate like that.,"So we're having one of our M-29 outfalls, having one of our hydraulic engineers go to and do some evaluation now to look at to see if that improved anything.","fortunately we haven't had really drastic storms since that project was completed, so we can judge by a level of flooding that has happened to date."
"So we're having one of our M-29 outfalls, having one of our hydraulic engineers go to and do some evaluation now to look at to see if that improved anything.",i,and then a lot of debris was also removed because you have a gate like that.,"it slows down flows, drops out a lot of stuff in the sewer, So we've also removed a lot of debris when that project is constructed.","fortunately we haven't had really drastic storms since that project was completed, so we can judge by a level of flooding that has happened to date.",but we want to do a hydraulic evaluation just to confirm if our suspicions are correct.
"fortunately we haven't had really drastic storms since that project was completed, so we can judge by a level of flooding that has happened to date.",i,"it slows down flows, drops out a lot of stuff in the sewer, So we've also removed a lot of debris when that project is constructed.","So we're having one of our M-29 outfalls, having one of our hydraulic engineers go to and do some evaluation now to look at to see if that improved anything.",but we want to do a hydraulic evaluation just to confirm if our suspicions are correct.,so that's underway as we speak.
but we want to do a hydraulic evaluation just to confirm if our suspicions are correct.,i,"So we're having one of our M-29 outfalls, having one of our hydraulic engineers go to and do some evaluation now to look at to see if that improved anything.","fortunately we haven't had really drastic storms since that project was completed, so we can judge by a level of flooding that has happened to date.",so that's underway as we speak.,so looking forward the thought process and approaches to seek more grant funding.
so that's underway as we speak.,i,"fortunately we haven't had really drastic storms since that project was completed, so we can judge by a level of flooding that has happened to date.",but we want to do a hydraulic evaluation just to confirm if our suspicions are correct.,so looking forward the thought process and approaches to seek more grant funding.,"again, we don't know how, how these going to play out, but it's something that we are trying to look forward to doing and identifying any intermediary measures that we can."
so looking forward the thought process and approaches to seek more grant funding.,b,but we want to do a hydraulic evaluation just to confirm if our suspicions are correct.,so that's underway as we speak.,"again, we don't know how, how these going to play out, but it's something that we are trying to look forward to doing and identifying any intermediary measures that we can.","so, for example, just that evaluation i was talking about with the four mile run project and then working collaboratively with the council offices or anybody else that will have us to help beat the bushes, as they say, and see if we can come up with any kind of funding that will be helpful in the projects that we plan to do."
"again, we don't know how, how these going to play out, but it's something that we are trying to look forward to doing and identifying any intermediary measures that we can.",i,so that's underway as we speak.,so looking forward the thought process and approaches to seek more grant funding.,"so, for example, just that evaluation i was talking about with the four mile run project and then working collaboratively with the council offices or anybody else that will have us to help beat the bushes, as they say, and see if we can come up with any kind of funding that will be helpful in the projects that we plan to do.","next, and i think this is the questions, and yeah, thank you."
"so, for example, just that evaluation i was talking about with the four mile run project and then working collaboratively with the council offices or anybody else that will have us to help beat the bushes, as they say, and see if we can come up with any kind of funding that will be helpful in the projects that we plan to do.",i,so looking forward the thought process and approaches to seek more grant funding.,"again, we don't know how, how these going to play out, but it's something that we are trying to look forward to doing and identifying any intermediary measures that we can.","next, and i think this is the questions, and yeah, thank you.",so we've also been joined by councilwoman strassberger.
"next, and i think this is the questions, and yeah, thank you.",p,"again, we don't know how, how these going to play out, but it's something that we are trying to look forward to doing and identifying any intermediary measures that we can.","so, for example, just that evaluation i was talking about with the four mile run project and then working collaboratively with the council offices or anybody else that will have us to help beat the bushes, as they say, and see if we can come up with any kind of funding that will be helpful in the projects that we plan to do.",so we've also been joined by councilwoman strassberger.,does anyone else have anything they'd like to say before?
so we've also been joined by councilwoman strassberger.,p,"so, for example, just that evaluation i was talking about with the four mile run project and then working collaboratively with the council offices or anybody else that will have us to help beat the bushes, as they say, and see if we can come up with any kind of funding that will be helpful in the projects that we plan to do.","next, and i think this is the questions, and yeah, thank you.",does anyone else have anything they'd like to say before?,i can't see any more questions.
does anyone else have anything they'd like to say before?,p,"next, and i think this is the questions, and yeah, thank you.",so we've also been joined by councilwoman strassberger.,i can't see any more questions.,so we're gonna have to wait for the next one.
i can't see any more questions.,i,so we've also been joined by councilwoman strassberger.,does anyone else have anything they'd like to say before?,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.
so we're gonna have to wait for the next one.,i,does anyone else have anything they'd like to say before?,i can't see any more questions.,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.
so we're gonna have to wait for the next one.,i,i can't see any more questions.,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.
so we're gonna have to wait for the next one.,i,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.
so we're gonna have to wait for the next one.,i,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,turn it over to members.
so we're gonna have to wait for the next one.,i,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,turn it over to members.,"no, okay, great, well, i'll."
turn it over to members.,i,so we're gonna have to wait for the next one.,so we're gonna have to wait for the next one.,"no, okay, great, well, i'll.","councilman charlin, let's go first."
"no, okay, great, well, i'll.",i,so we're gonna have to wait for the next one.,turn it over to members.,"councilman charlin, let's go first.",you know i i don't really have anything specific because i think most of the presentation was about the four mile run projects.
"councilman charlin, let's go first.",b,turn it over to members.,"no, okay, great, well, i'll.",you know i i don't really have anything specific because i think most of the presentation was about the four mile run projects.,like i said i i am concerned about the projects in south side.
you know i i don't really have anything specific because i think most of the presentation was about the four mile run projects.,i,"no, okay, great, well, i'll.","councilman charlin, let's go first.",like i said i i am concerned about the projects in south side.,i would like to have another discussion about that at some point in the future.
like i said i i am concerned about the projects in south side.,i,"councilman charlin, let's go first.",you know i i don't really have anything specific because i think most of the presentation was about the four mile run projects.,i would like to have another discussion about that at some point in the future.,"but nothing, nothing more, for for today."
i would like to have another discussion about that at some point in the future.,b,you know i i don't really have anything specific because i think most of the presentation was about the four mile run projects.,like i said i i am concerned about the projects in south side.,"but nothing, nothing more, for for today.","you know, and i appreciate your ability to to juggle, as things from the federal government change dramatically and you have to react accordingly."
"but nothing, nothing more, for for today.",i,like i said i i am concerned about the projects in south side.,i would like to have another discussion about that at some point in the future.,"you know, and i appreciate your ability to to juggle, as things from the federal government change dramatically and you have to react accordingly.","so, but thank you, i appreciate it."
"you know, and i appreciate your ability to to juggle, as things from the federal government change dramatically and you have to react accordingly.",i,i would like to have another discussion about that at some point in the future.,"but nothing, nothing more, for for today.","so, but thank you, i appreciate it.","thank you, councilman."
"so, but thank you, i appreciate it.",i,"but nothing, nothing more, for for today.","you know, and i appreciate your ability to to juggle, as things from the federal government change dramatically and you have to react accordingly.","thank you, councilman.","well, i apologize and regret that another meeting kept me from from coming to see the presentation."
"thank you, councilman.",i,"you know, and i appreciate your ability to to juggle, as things from the federal government change dramatically and you have to react accordingly.","so, but thank you, i appreciate it.","well, i apologize and regret that another meeting kept me from from coming to see the presentation.","i, as a board member, i have been briefed on this project and the trajectory it's taken, so i'm not unfamiliar."
"well, i apologize and regret that another meeting kept me from from coming to see the presentation.",i,"so, but thank you, i appreciate it.","thank you, councilman.","i, as a board member, i have been briefed on this project and the trajectory it's taken, so i'm not unfamiliar.","i guess my only question would be: is there anything that this that you think the city can do, as we have a a whole wide, not just on this project, but we have a whole sort of city-wide storm water management plan?"
"i, as a board member, i have been briefed on this project and the trajectory it's taken, so i'm not unfamiliar.",i,"thank you, councilman.","well, i apologize and regret that another meeting kept me from from coming to see the presentation.","i guess my only question would be: is there anything that this that you think the city can do, as we have a a whole wide, not just on this project, but we have a whole sort of city-wide storm water management plan?","is there any more that the city can do to partner, to assist, to help to achieve the same goals that we all have, which is a reduction in flooding, better quality of life for neighborhoods, procedures likething, storeeez and budget and ungefähr?"
"i guess my only question would be: is there anything that this that you think the city can do, as we have a a whole wide, not just on this project, but we have a whole sort of city-wide storm water management plan?",b,"well, i apologize and regret that another meeting kept me from from coming to see the presentation.","i, as a board member, i have been briefed on this project and the trajectory it's taken, so i'm not unfamiliar.","is there any more that the city can do to partner, to assist, to help to achieve the same goals that we all have, which is a reduction in flooding, better quality of life for neighborhoods, procedures likething, storeeez and budget and ungefähr?","thank you, new zone credit stock eerily."
"is there any more that the city can do to partner, to assist, to help to achieve the same goals that we all have, which is a reduction in flooding, better quality of life for neighborhoods, procedures likething, storeeez and budget and ungefähr?",i,"i, as a board member, i have been briefed on this project and the trajectory it's taken, so i'm not unfamiliar.","i guess my only question would be: is there anything that this that you think the city can do, as we have a a whole wide, not just on this project, but we have a whole sort of city-wide storm water management plan?","thank you, new zone credit stock eerily.","yes, we haven't kept in mind yet- umSenator mistakes origin, say, the south side park project on hold."
"thank you, new zone credit stock eerily.",i,"i guess my only question would be: is there anything that this that you think the city can do, as we have a a whole wide, not just on this project, but we have a whole sort of city-wide storm water management plan?","is there any more that the city can do to partner, to assist, to help to achieve the same goals that we all have, which is a reduction in flooding, better quality of life for neighborhoods, procedures likething, storeeez and budget and ungefähr?","yes, we haven't kept in mind yet- umSenator mistakes origin, say, the south side park project on hold.",so i think what we had talked about was trying to figure out the types of mitigations that we could do.
"yes, we haven't kept in mind yet- umSenator mistakes origin, say, the south side park project on hold.",i,"is there any more that the city can do to partner, to assist, to help to achieve the same goals that we all have, which is a reduction in flooding, better quality of life for neighborhoods, procedures likething, storeeez and budget and ungefähr?","thank you, new zone credit stock eerily.",so i think what we had talked about was trying to figure out the types of mitigations that we could do.,"we could do as part of the project, like in phases, and work kind of closely with with dpw to see where there were opportunities where the projects could kind of mesh up."
so i think what we had talked about was trying to figure out the types of mitigations that we could do.,i,"thank you, new zone credit stock eerily.","yes, we haven't kept in mind yet- umSenator mistakes origin, say, the south side park project on hold.","we could do as part of the project, like in phases, and work kind of closely with with dpw to see where there were opportunities where the projects could kind of mesh up.","one of the things that friends of south side park would like to bring forward is the playground that is within the portion of south side park that i think is like right off of arlington boulevard, at the top near the football field."
"we could do as part of the project, like in phases, and work kind of closely with with dpw to see where there were opportunities where the projects could kind of mesh up.",i,"yes, we haven't kept in mind yet- umSenator mistakes origin, say, the south side park project on hold.",so i think what we had talked about was trying to figure out the types of mitigations that we could do.,"one of the things that friends of south side park would like to bring forward is the playground that is within the portion of south side park that i think is like right off of arlington boulevard, at the top near the football field.",so there's a playground that they have planned to build there and so that's something that they would like to move forward.
"one of the things that friends of south side park would like to bring forward is the playground that is within the portion of south side park that i think is like right off of arlington boulevard, at the top near the football field.",b,so i think what we had talked about was trying to figure out the types of mitigations that we could do.,"we could do as part of the project, like in phases, and work kind of closely with with dpw to see where there were opportunities where the projects could kind of mesh up.",so there's a playground that they have planned to build there and so that's something that they would like to move forward.,"so i think it sounded as though there was an opportunity to look at, look at the possibility of phasing."
so there's a playground that they have planned to build there and so that's something that they would like to move forward.,i,"we could do as part of the project, like in phases, and work kind of closely with with dpw to see where there were opportunities where the projects could kind of mesh up.","one of the things that friends of south side park would like to bring forward is the playground that is within the portion of south side park that i think is like right off of arlington boulevard, at the top near the football field.","so i think it sounded as though there was an opportunity to look at, look at the possibility of phasing.","so where we could find opportunities to work with dpw to phase, i think would be useful."
"so i think it sounded as though there was an opportunity to look at, look at the possibility of phasing.",i,"one of the things that friends of south side park would like to bring forward is the playground that is within the portion of south side park that i think is like right off of arlington boulevard, at the top near the football field.",so there's a playground that they have planned to build there and so that's something that they would like to move forward.,"so where we could find opportunities to work with dpw to phase, i think would be useful.",does that leverage funds in a particularly strategic way?
"so where we could find opportunities to work with dpw to phase, i think would be useful.",i,so there's a playground that they have planned to build there and so that's something that they would like to move forward.,"so i think it sounded as though there was an opportunity to look at, look at the possibility of phasing.",does that leverage funds in a particularly strategic way?,sometimes maybe it's project dependent.
does that leverage funds in a particularly strategic way?,i,"so i think it sounded as though there was an opportunity to look at, look at the possibility of phasing.","so where we could find opportunities to work with dpw to phase, i think would be useful.",sometimes maybe it's project dependent.,"okay, yeah, i think that we would need to look at the capital program to see where we would have opportunities to leverage anything."
sometimes maybe it's project dependent.,i,"so where we could find opportunities to work with dpw to phase, i think would be useful.",does that leverage funds in a particularly strategic way?,"okay, yeah, i think that we would need to look at the capital program to see where we would have opportunities to leverage anything.","no, i'm interested in kind of hearing the the back and forth between the chair of this, this post agenda and pittsburgh water representative."
"okay, yeah, i think that we would need to look at the capital program to see where we would have opportunities to leverage anything.",i,does that leverage funds in a particularly strategic way?,sometimes maybe it's project dependent.,"no, i'm interested in kind of hearing the the back and forth between the chair of this, this post agenda and pittsburgh water representative.",so i'll leave my questions at that for now.
"no, i'm interested in kind of hearing the the back and forth between the chair of this, this post agenda and pittsburgh water representative.",i,sometimes maybe it's project dependent.,"okay, yeah, i think that we would need to look at the capital program to see where we would have opportunities to leverage anything.",so i'll leave my questions at that for now.,"yeah, thanks."
so i'll leave my questions at that for now.,i,"okay, yeah, i think that we would need to look at the capital program to see where we would have opportunities to leverage anything.","no, i'm interested in kind of hearing the the back and forth between the chair of this, this post agenda and pittsburgh water representative.","yeah, thanks.",so i guess my first question just to summarize again for folks: so what are the projects that are paused?
"yeah, thanks.",i,"no, i'm interested in kind of hearing the the back and forth between the chair of this, this post agenda and pittsburgh water representative.",so i'll leave my questions at that for now.,so i guess my first question just to summarize again for folks: so what are the projects that are paused?,the list of projects that are paused?
